Year,State,Group,Turnout
2014,North Carolina,Young,0.20715322065433073
2016,North Carolina,Overall,0.65
2016,North Carolina,Hispanic,0.5109981039392153
2016,North Carolina,Young,0.4879935006621857
2018,North Carolina,Overall,0.5
2018,North Carolina,Hispanic,0.3685912897426565
2018,North Carolina,Young,0.30170746735616893
2020,North Carolina,Overall,0.71
2020,North Carolina,Hispanic,0.5352675085379582
2020,North Carolina,Young,0.5412029358558712
2022,North Carolina,Overall,0.48
2022,North Carolina,Hispanic,0.2979632852123987
2022,North Carolina,Young,0.2501192794256555
2010,North Dakota,Overall,0.47
2010,North Dakota,Hispanic,0.23602826866562993
2010,North Dakota,Young,0.317284192507947
2012,North Dakota,Overall,0.61
2012,North Dakota,Hispanic,0.3814666141495469
2012,North Dakota,Young,0.46722265596118695
2014,North Dakota,Overall,0.46
2014,North Dakota,Hispanic,0.10230775172328054
2014,North Dakota,Young,0.24126578112118408
2016,North Dakota,Overall,0.62
2016,North Dakota,Hispanic,0.5853206504302646
2016,North Dakota,Young,0.4630963712750843
2018,North Dakota,Overall,0.59
2018,North Dakota,Hispanic,0.4433569494866478
2018,North Dakota,Young,0.3461321421898443
2020,North Dakota,Overall,0.63
2020,North Dakota,Hispanic,0.3893713463310388
2020,North Dakota,Young,0.4359711318953916
2022,North Dakota,Overall,0.42
2022,North Dakota,Hispanic,0.20028523974390025
2022,North Dakota,Young,0.21340746802540292
2010,Ohio,Overall,0.46
2010,Ohio,Hispanic,0.29806456080631183
2010,Ohio,Young,0.21129680028711473
2012,Ohio,Overall,0.65
2012,Ohio,Hispanic,0.5860854425259382
2012,Ohio,Young,0.47664331687476125
2014,Ohio,Overall,0.36
2014,Ohio,Hispanic,0.2096250795312151
2014,Ohio,Young,0.1142647427511829
2016,Ohio,Overall,0.64
2016,Ohio,Hispanic,0.5810439658759481
2016,Ohio,Young,0.40313511534060303
2018,Ohio,Overall,0.51
2018,Ohio,Hispanic,0.316405016572433
2018,Ohio,Young,0.218096033155728
2020,Ohio,Overall,0.67
2020,Ohio,Hispanic,0.5607714242359237
2020,Ohio,Young,0.5063201283822116
2022,Ohio,Overall,0.47
2022,Ohio,Hispanic,0.3457850189707256
2022,Ohio,Young,0.19259479589626394
2010,Oklahoma,Overall,0.39
2010,Oklahoma,Hispanic,0.1572781515556581
2010,Oklahoma,Young,0.18029368502353568
2012,Oklahoma,Overall,0.49
2012,Oklahoma,Hispanic,0.268951411698368
2012,Oklahoma,Young,0.25579218947778415
2014,Oklahoma,Overall,0.3
2014,Oklahoma,Hispanic,0.1582033865926949
2014,Oklahoma,Young,0.10360140536957124
2016,Oklahoma,Overall,0.53
2016,Oklahoma,Hispanic,0.3122876470447834
2016,Oklahoma,Young,0.31579274709591665
2018,Oklahoma,Overall,0.42
2018,Oklahoma,Hispanic,0.28637101520885627
2018,Oklahoma,Young,0.19242066137098937
2020,Oklahoma,Overall,0.54
2020,Oklahoma,Hispanic,0.28100595202394135
2020,Oklahoma,Young,0.28310022538264473
2022,Oklahoma,Overall,0.4
2022,Oklahoma,Hispanic,0.19732171875652568
2022,Oklahoma,Young,0.18722808337780256
2010,Oregon,Overall,0.54
2010,Oregon,Hispanic,0.3154564270773664
2010,Oregon,Young,0.3149936696536366
2012,Oregon,Overall,0.64
2012,Oregon,Hispanic,0.4730401620551141
2012,Oregon,Young,0.48378366525423644
2014,Oregon,Overall,0.53
2014,Oregon,Hispanic,0.3205492314327038
2014,Oregon,Young,0.23774051661075346
2016,Oregon,Overall,0.68
2016,Oregon,Hispanic,0.5630831110905001
2016,Oregon,Young,0.5003535853165952
2018,Oregon,Overall,0.61
2018,Oregon,Hispanic,0.34724619319198097
2018,Oregon,Young,0.3869203852845187
2020,Oregon,Overall,0.75
2020,Oregon,Hispanic,0.5254927746377361
2020,Oregon,Young,0.568163483230897
2022,Oregon,Overall,0.63
2022,Oregon,Hispanic,0.34474153343251107
2022,Oregon,Young,0.39622661702254525
2010,Pennsylvania,Overall,0.42
2010,Pennsylvania,Hispanic,0.2338552272292378
2010,Pennsylvania,Young,0.14817159339096125
2012,Pennsylvania,Overall,0.6
2012,Pennsylvania,Hispanic,0.439474479332172
2012,Pennsylvania,Young,0.4095593130588611
2014,Pennsylvania,Overall,0.37
2014,Pennsylvania,Hispanic,0.20407295343070905
2014,Pennsylvania,Young,0.1011905970308142
2016,Pennsylvania,Overall,0.64
2016,Pennsylvania,Hispanic,0.5280783926469482
2016,Pennsylvania,Young,0.5253422069572636
2018,Pennsylvania,Overall,0.52
2018,Pennsylvania,Hispanic,0.27673271003824434
2018,Pennsylvania,Young,0.31391325304941237
2020,Pennsylvania,Overall,NA
2020,Pennsylvania,Hispanic,NA
2020,Pennsylvania,Young,NA
2022,Pennsylvania,Overall,0.54
2022,Pennsylvania,Hispanic,0.37566399996650274
2022,Pennsylvania,Young,0.3652227181232442
2010,Rhode Island,Overall,0.45
2010,Rhode Island,Hispanic,0.1875292986349791
2010,Rhode Island,Young,0.18062596885144422
2012,Rhode Island,Overall,0.58
2012,Rhode Island,Hispanic,0.51858832933779
2012,Rhode Island,Young,0.4672429966587117
2014,Rhode Island,Overall,0.42
2014,Rhode Island,Hispanic,0.2679491103415576
2014,Rhode Island,Young,0.13274388011051852
2016,Rhode Island,Overall,0.6
2016,Rhode Island,Hispanic,0.5793481123632883
2016,Rhode Island,Young,0.4796645068660559
2018,Rhode Island,Overall,0.48
2018,Rhode Island,Hispanic,0.3519484793230746
2018,Rhode Island,Young,0.3892326177961681
2020,Rhode Island,Overall,0.63
2020,Rhode Island,Hispanic,0.5648508817584894
2020,Rhode Island,Young,0.4903771471330631
2022,Rhode Island,Overall,0.44
2022,Rhode Island,Hispanic,0.3659498525058545
2022,Rhode Island,Young,0.208564848403554
2010,South Carolina,Overall,0.4
2010,South Carolina,Hispanic,0.06963366220106046
2010,South Carolina,Young,0.2629366129179989
2012,South Carolina,Overall,0.57
2012,South Carolina,Hispanic,0.3677585367775328
2012,South Carolina,Young,0.47537599461397445
2014,South Carolina,Overall,0.35
2014,South Carolina,Hispanic,0.1072656946858907
2014,South Carolina,Young,0.16118408127869363
2016,South Carolina,Overall,0.57
2016,South Carolina,Hispanic,0.3790905631012358
2016,South Carolina,Young,0.40285453160402696
2018,South Carolina,Overall,0.45
2018,South Carolina,Hispanic,0.1621698405931176
2018,South Carolina,Young,0.22274210113333243
2020,South Carolina,Overall,0.65
2020,South Carolina,Hispanic,0.3928652270296082
2020,South Carolina,Young,0.5475489393502515
2022,South Carolina,Overall,0.43
2022,South Carolina,Hispanic,0.24094035292378777
2022,South Carolina,Young,0.22425032773476247
2010,South Dakota,Overall,0.54
2010,South Dakota,Hispanic,0.3460385448192239
2010,South Dakota,Young,0.23085711493368036
2012,South Dakota,Overall,0.6
2012,South Dakota,Hispanic,0.22453811598096077
2012,South Dakota,Young,0.3236035525655249
2014,South Dakota,Overall,0.46
2014,South Dakota,Hispanic,0.09570563594163252
2014,South Dakota,Young,0.12525109576516225
2016,South Dakota,Overall,0.6
2016,South Dakota,Hispanic,0.4931115693251247
2016,South Dakota,Young,0.3203410236887297
2018,South Dakota,Overall,0.53
2018,South Dakota,Hispanic,0.3078332584828012
2018,South Dakota,Young,0.2685144290070986
2020,South Dakota,Overall,0.66
2020,South Dakota,Hispanic,0.5056601444251019
2020,South Dakota,Young,0.495154812105893
2022,South Dakota,Overall,0.53
2022,South Dakota,Hispanic,0.17968497824644952
2022,South Dakota,Young,0.17554136864158387
2010,Tennessee,Overall,0.35
2010,Tennessee,Hispanic,0.24409907971821812
2010,Tennessee,Young,0.1446519273834582
2012,Tennessee,Overall,0.52
2012,Tennessee,Hispanic,0.5820258006092756
2012,Tennessee,Young,0.32816949022192105
2014,Tennessee,Overall,0.3
2014,Tennessee,Hispanic,0.10416641297965083
2014,Tennessee,Young,0.09788797716937102
2016,Tennessee,Overall,0.52
2016,Tennessee,Hispanic,0.2091696632260334
2016,Tennessee,Young,0.29928483417594615
2018,Tennessee,Overall,0.45
2018,Tennessee,Hispanic,0.26021537422941793
2018,Tennessee,Young,0.2822177950502184
2020,Tennessee,Overall,0.59
2020,Tennessee,Hispanic,0.36744599089420116
2020,Tennessee,Young,0.43638109889682203
2022,Tennessee,Overall,0.33
2022,Tennessee,Hispanic,0.22031702736115263
2022,Tennessee,Young,0.17679224396179774
2010,Texas,Overall,0.33
2010,Texas,Hispanic,0.20992638661827936
2010,Texas,Young,0.14607429862051508
2012,Texas,Overall,0.5
2012,Texas,Hispanic,0.36091600400728746
2012,Texas,Young,0.23634868864167774
2014,Texas,Overall,0.28
2014,Texas,Hispanic,0.1809528181591621
2014,Texas,Young,0.09788663419431765
2016,Texas,Overall,0.51
2016,Texas,Hispanic,0.3732714349539426
2016,Texas,Young,0.29350705709426206
2018,Texas,Overall,0.46
2018,Texas,Hispanic,0.3261055329361437
2018,Texas,Young,0.2564963389009832
2020,Texas,Overall,0.6
2020,Texas,Hispanic,0.49832227773149534
2020,Texas,Young,0.40649177493632793
2022,Texas,Overall,0.42
2022,Texas,Hispanic,0.32671050480819114
2022,Texas,Young,0.1979835913960743
2010,Utah,Overall,0.37
2010,Utah,Hispanic,0.18135532308699928
2010,Utah,Young,0.11274648881056644
2012,Utah,Overall,0.56
2012,Utah,Hispanic,0.3153293339023504
2012,Utah,Young,0.3628615439318622
2014,Utah,Overall,0.3
2014,Utah,Hispanic,0.1482583483041944
2014,Utah,Young,0.11438749206827163
2016,Utah,Overall,0.58
2016,Utah,Hispanic,0.5375735929093799
2016,Utah,Young,0.40370930219146844
2018,Utah,Overall,0.52
2018,Utah,Hispanic,0.39335140012219805
2018,Utah,Young,0.31666062963098557
2020,Utah,Overall,0.67
2020,Utah,Hispanic,0.5221922839738016
2020,Utah,Young,0.5280732728722629
2022,Utah,Overall,0.47
2022,Utah,Hispanic,0.2051726499044719
2022,Utah,Young,0.16181666071301823
2010,Vermont,Overall,0.5
2010,Vermont,Hispanic,0.44626252399423477
2010,Vermont,Young,0.18022436175319123
2012,Vermont,Overall,0.61
2012,Vermont,Hispanic,0.5248975652848462
2012,Vermont,Young,0.3765993410525377
2014,Vermont,Overall,0.41
2014,Vermont,Hispanic,0.5107746030042388
2014,Vermont,Young,0.10457478297096699
2016,Vermont,Overall,0.65
2016,Vermont,Hispanic,0.6879024807182383
2016,Vermont,Young,0.4811009398070547
2018,Vermont,Overall,0.56
2018,Vermont,Hispanic,0.7068477046613977
2018,Vermont,Young,0.35082902020991846
2020,Vermont,Overall,0.71
2020,Vermont,Hispanic,0.6614034010313404
2020,Vermont,Young,0.5044050108291094
2022,Vermont,Overall,0.56
2022,Vermont,Hispanic,0.3803464338230376
2022,Vermont,Young,0.3597887683423882
2010,Virginia,Overall,0.39
2010,Virginia,Hispanic,0.18145249362209034
2010,Virginia,Young,0.1883762220084021
2012,Virginia,Overall,0.67
2012,Virginia,Hispanic,0.6690470201269021
2012,Virginia,Young,0.4775496567685707
2014,Virginia,Overall,0.37
2014,Virginia,Hispanic,0.2252411887913351
2014,Virginia,Young,0.14664449714396494
2016,Virginia,Overall,0.66
2016,Virginia,Hispanic,0.6215973585474732
2016,Virginia,Young,0.5878329580499669
2018,Virginia,Overall,0.54
2018,Virginia,Hispanic,0.32502877381492096
2018,Virginia,Young,0.37270381375734307
2020,Virginia,Overall,0.72
2020,Virginia,Hispanic,0.5162822037289648
2020,Virginia,Young,0.5207816822082575
2022,Virginia,Overall,0.48
2022,Virginia,Hispanic,0.3192995950483547
2022,Virginia,Young,0.26101309163834885
2010,Washington,Overall,0.55
2010,Washington,Hispanic,0.28198387605297814
2010,Washington,Young,0.29362179073989503
2012,Washington,Overall,0.66
2012,Washington,Hispanic,0.4685336211333575
2012,Washington,Young,0.42341929288500657
2014,Washington,Overall,0.43
2014,Washington,Hispanic,0.21587627690912928
2014,Washington,Young,0.2086877561256387
2016,Washington,Overall,0.66
2016,Washington,Hispanic,0.4701658804861169
2016,Washington,Young,0.45691136508993463
2018,Washington,Overall,0.59
2018,Washington,Hispanic,0.41660478379314425
2018,Washington,Young,0.3320814798064021
2020,Washington,Overall,0.75
2020,Washington,Hispanic,0.5632718236614447
2020,Washington,Young,0.5496637102619687
2022,Washington,Overall,0.55
2022,Washington,Hispanic,0.4361165317346684
2022,Washington,Young,0.2674892212868973
2010,West Virginia,Overall,0.37
2010,West Virginia,Hispanic,0.34042271151582304
2010,West Virginia,Young,0.17198366723105465
2012,West Virginia,Overall,0.47
2012,West Virginia,Hispanic,0.30907325329322716
2012,West Virginia,Young,0.22354697979750665
2014,West Virginia,Overall,0.32
2014,West Virginia,Hispanic,0.18130355337315002
2014,West Virginia,Young,0.13760024358563808
2016,West Virginia,Overall,0.51
2016,West Virginia,Hispanic,0.3668330686836145
2016,West Virginia,Young,0.3263178716088051
2018,West Virginia,Overall,0.42
2018,West Virginia,Hispanic,0.194034853571584
2018,West Virginia,Young,0.21504959983320548
2020,West Virginia,Overall,0.57
2020,West Virginia,Hispanic,0.5335507716892264
2020,West Virginia,Young,0.35175065513758824
2022,West Virginia,Overall,0.35
2022,West Virginia,Hispanic,0.19216476881864594
2022,West Virginia,Young,0.14178806333826544
2010,Wisconsin,Overall,0.53
2010,Wisconsin,Hispanic,0.3842802506674684
2010,Wisconsin,Young,0.22780527099020925
2012,Wisconsin,Overall,0.73
2012,Wisconsin,Hispanic,0.4353186291444988
2012,Wisconsin,Young,0.5556188520712722
2014,Wisconsin,Overall,0.57
2014,Wisconsin,Hispanic,0.32618794751807684
2014,Wisconsin,Young,0.2875321800977038
2016,Wisconsin,Overall,0.7
2016,Wisconsin,Hispanic,0.4249350417877711
2016,Wisconsin,Young,0.46768625227309907
2018,Wisconsin,Overall,0.62
2018,Wisconsin,Hispanic,0.5694737797990197
2018,Wisconsin,Young,0.4580866995600044
2020,Wisconsin,Overall,0.75
2020,Wisconsin,Hispanic,0.5948812794904356
2020,Wisconsin,Young,0.5707349850020442
2022,Wisconsin,Overall,0.6
2022,Wisconsin,Hispanic,0.3901261670910996
2022,Wisconsin,Young,0.5160321905275145
2010,Wyoming,Overall,0.46
2010,Wyoming,Hispanic,0.23426771675269273
2010,Wyoming,Young,0.18265212379888346
2012,Wyoming,Overall,0.59
2012,Wyoming,Hispanic,0.3200593021923434
2012,Wyoming,Young,0.3236679580221476
2014,Wyoming,Overall,0.4
2014,Wyoming,Hispanic,0.31210950506130747
2014,Wyoming,Young,0.13757270451900364
2016,Wyoming,Overall,0.6
2016,Wyoming,Hispanic,0.42114263062288165
2016,Wyoming,Young,0.5045407323925616
2018,Wyoming,Overall,0.48
2018,Wyoming,Hispanic,0.3121518734074813
2018,Wyoming,Young,0.18685209002146233
2020,Wyoming,Overall,0.65
2020,Wyoming,Hispanic,0.5604370359767397
2020,Wyoming,Young,0.49493357660437065
2022,Wyoming,Overall,0.45
2022,Wyoming,Hispanic,0.291190971670603
2022,Wyoming,Young,0.19083405965967598
