YEAR,STATE,STATE_ABV,TOTAL_BALLOTS_COUNTED,VOTE_FOR_HIGHEST_OFFICE,VAP,NONCITIZEN_PCT,INELIGIBLE_PRISON,INELIGIBLE_PROBATION,INELIGIBLE_PAROLE,INELIGIBLE_FELONS_TOTAL,VEP,VEP_TURNOUT_RATE,VAP_TURNOUT_RATE
1984,North Dakota,ND,324179,308971,486449,0.01,432,0,0,432,"482,612",0.67,0.67
1984,Ohio,OH,4664223,4547619,7836806,0.01,"18,619",0,0,"18,619","7,731,982",0.60,0.60
1984,Oklahoma,OK,1290555,1255676,2373014,0.01,"7,872","18,809","1,880","19,157","2,325,381",0.56,0.54
1984,Oregon,OR,1265824,1226527,1962501,0.03,"4,224",0,0,"4,224","1,907,252",0.66,0.65
1984,Pennsylvania,PA,,4844903,8918353,0.01,"13,090",0,0,"13,090","8,789,324",,
1984,Rhode Island,RI,422851,410492,739064,0.05,"1,221","7,147",394,"5,189","697,661",0.61,0.57
1984,South Carolina,SC,1018701,968529,2368236,0.01,"9,892","17,043","3,441","21,855","2,329,803",0.44,0.43
1984,South Dakota,SD,,317867,497849,0.01,921,0,0,921,"494,439",,
1984,Tennessee,TN,,1711994,3463234,0.01,"7,307","23,598","6,524","25,630","3,416,825",,
1984,Texas,TX,,5397571,11397758,0.05,"36,682","235,568","40,783","195,249","10,587,030",,
1984,Utah,UT,641846,629656,1022083,0.02,0,0,0,0,"998,575",0.64,0.63
1984,Vermont,VT,235140,234561,387620,0.02,0,0,0,0,"381,418",0.62,0.61
1984,Virginia,VA,,2146635,4234017,0.03,"10,839","16,690","5,986","25,170","4,098,763",,
1984,Washington,WA,1931546,1883910,3213263,0.03,"6,821","39,181","5,253","31,665","3,072,347",0.63,0.60
1984,West Virginia,WV,,735742,1401733,0.00,"1,579","3,597",724,"4,102","1,392,024",,
1984,Wisconsin,WI,,2211689,3468053,0.01,"4,974","22,426","3,853","20,040","3,409,864",,
1984,Wyoming,WY,196153,188968,343957,0.01,724,"1,708",352,"1,930","338,587",0.58,0.57
1982,Alabama,AL,,1128725,2813033,0.01,"9,233","14,229","2,266","18,614","2,780,354",,
1982,Alaska,AK,199458,194885,316787,0.02,"1,322","1,816",101,"2,331","307,487",0.65,0.63
1982,Arizona,AZ,742923,726364,2112246,0.04,"6,069","14,949","1,527","15,071","2,016,910",0.37,0.35
1982,Arkansas,AR,,789351,1656707,0.01,"3,922","3,384","3,061","8,675","1,639,748",,
1982,California,CA,8064314,7876698,18448245,0.12,"34,640",0,"18,913","53,553","16,162,454",0.50,0.44
1982,Colorado,CO,1037774,956021,2248839,0.02,"3,042",0,"1,202","4,244","2,197,369",0.47,0.46
1982,Connecticut,CT,1112428,1084156,2369975,0.04,"5,156","33,061","1,311","22,998","2,252,178",0.49,0.47
1982,Delaware,DE,195726,190960,441374,0.01,"2,068","4,626",621,"5,002","430,193",0.46,0.44
1982,District of Columbia,DC,,117623,500492,0.05,"4,081",0,0,"4,081","470,886",,
1982,Florida,FL,,2688566,8139171,0.06,"27,830","57,074","5,974","62,341","7,564,062",,
1982,Georgia,GA,,1169041,4047788,0.01,"14,405","78,097","4,897","58,351","3,944,911",,
1982,Hawaii,HI,325459,311853,724189,0.07,"1,461",0,0,"1,461","671,311",0.48,0.45
1982,Idaho,ID,332237,326522,662251,0.02,"1,044",0,0,"1,044","650,611",0.51,0.50
1982,Illinois,IL,3856875,3673681,8284606,0.04,"14,293",0,0,"14,293","7,905,790",0.49,0.47
1982,Indiana,IN,1834225,1817287,3921907,0.01,"8,790",0,0,"8,790","3,877,820",0.47,0.47
1982,Iowa,IA,1050495,1038229,2094031,0.01,"2,829","10,625","1,050","9,192","2,068,087",0.51,0.50
1982,Kansas,KS,,763263,1761238,0.01,"3,078",0,0,"3,078","1,737,025",,
1982,Kentucky,KY,,700322,2642810,0.01,"4,031","14,516","3,430","14,719","2,614,877",,
1982,Louisiana,LA,,,3029834,0.01,"10,930",0,0,"10,930","2,982,546",,
1982,Maine,ME,,460295,828907,0.01,0,0,0,0,"818,131",,
1982,Maryland,MD,1190011,1139149,3174995,0.03,"11,617","52,603","6,024","43,943","3,035,802",0.39,0.37
1982,Massachusetts,MA,2103780,2050769,4375262,0.04,0,0,0,0,"4,182,750",0.50,0.48
1982,Michigan,MI,3135928,3040008,6498711,0.02,"14,913",0,0,"14,913","6,360,322",0.49,0.48
1982,Minnesota,MN,1834737,1804675,2993256,0.01,"2,081","24,320","1,479","15,720","2,944,610",0.62,0.61
1982,Mississippi,MS,,645026,1762406,0.00,"5,484","6,304","2,914","11,550","1,743,806",,
1982,Missouri,MO,,1543521,3615526,0.01,"7,445","21,637","2,556","20,820","3,569,397",,
1982,Montana,MT,328082,321062,574592,0.01,914,0,0,914,"569,656",0.58,0.57
1982,Nebraska,NE,559422,547902,1145316,0.01,"1,739","9,964",309,"7,030","1,129,123",0.50,0.49
1982,Nevada,NV,242578,240394,655823,0.04,"2,753","4,733","1,065","6,185","620,782",0.39,0.37
1982,New Hampshire,NH,289057,282588,698424,0.02,445,0,0,445,"686,106",0.42,0.41
1982,New Jersey,NJ,2286925,2193945,5563627,0.05,"8,191","38,186","10,514","37,798","5,225,393",0.44,0.41
1982,New Mexico,NM,417945,407466,949133,0.03,"1,718","3,854","1,206","4,851","919,605",0.45,0.44
1982,New York,NY,5437367,5254891,13150573,0.08,"27,945",0,"21,062","49,007","12,115,273",0.45,0.41
1982,North Carolina,NC,,1321080,4427095,0.01,"16,569","44,274","6,910","45,616","4,346,062",,
1982,North Dakota,ND,272876,262465,480367,0.01,322,0,0,322,"476,682",0.57,0.57
1982,Ohio,OH,3551995,3395463,7793022,0.01,"17,317",0,0,"17,317","7,689,982",0.46,0.46
1982,Oklahoma,OK,901488,883130,2346265,0.01,"6,500","14,749","1,858","15,733","2,302,377",0.39,0.38
1982,Oregon,OR,1063913,1042009,1946116,0.02,"3,900",0,0,"3,900","1,895,509",0.56,0.55
1982,Pennsylvania,PA,,3683985,8869173,0.01,"10,508",0,0,"10,508","8,752,235",,
1982,Rhode Island,RI,370928,342779,723060,0.05,"1,037","6,501",327,"4,615","685,184",0.54,0.51
1982,South Carolina,SC,688300,671625,2297223,0.01,"9,137","16,981","3,175","20,803","2,260,339",0.30,0.30
1982,South Dakota,SD,,278562,492367,0.00,791,0,0,791,"489,607",,
1982,Tennessee,TN,,1259785,3393233,0.01,"7,869","10,101","3,303","16,223","3,356,651",,
1982,Texas,TX,,3191091,10910762,0.05,"36,149","177,270","26,274","151,058","10,225,077",,
1982,Utah,UT,537207,530802,984073,0.02,0,0,0,0,"962,423",0.56,0.55
1982,Vermont,VT,172084,169251,379067,0.02,0,0,0,0,"373,002",0.46,0.45
1982,Virginia,VA,,1415622,4076585,0.02,"10,079","14,813","6,487","23,973","3,958,851",,
1982,Washington,WA,1404831,1368476,3138109,0.03,"6,264","60,142","3,047","39,382","3,001,446",0.47,0.45
1982,West Virginia,WV,,565314,1409116,0.00,"1,547","2,711",610,"3,513","1,399,967",,
1982,Wisconsin,WI,,1580344,3426394,0.01,"4,714","19,603","3,125","17,641","3,374,489",,
1982,Wyoming,WY,172065,168555,349060,0.01,702,"1,303",244,"1,598","344,320",0.50,0.49
1980,Alabama,AL,,1341929,2753078,0.00,"6,543","10,985","2,547","14,583","2,727,483",,
1980,Alaska,AK,162653,158445,277261,0.02,822,"1,181",93,"1,506","270,210",0.60,0.59
1980,Arizona,AZ,898183,873945,1968947,0.03,"4,372","12,584","1,093","11,757","1,890,246",0.48,0.46
1980,Arkansas,AR,,837582,1624917,0.01,"2,911","2,400","2,855","6,966","1,609,826",,
1980,California,CA,8775459,8587063,17551451,0.11,"24,569",0,"15,253","39,822","15,616,072",0.56,0.50
1980,Colorado,CO,1225549,1184415,2118092,0.02,"2,629",0,927,"3,556","2,072,174",0.59,0.58
1980,Connecticut,CT,1423403,1406285,2305904,0.04,"4,308","22,981","1,932","17,731","2,200,549",0.65,0.62
1980,Delaware,DE,239136,235900,430879,0.01,"1,474","3,762",619,"3,974","421,304",0.57,0.56
1980,District of Columbia,DC,178434,175237,496230,0.05,"3,145",0,0,"3,145","470,755",0.38,0.36
1980,Florida,FL,,3686930,7575002,0.06,"20,735","38,906","8,823","49,011","7,086,641",,
1980,Georgia,GA,,1596695,3870251,0.01,"12,178","58,450","3,169","44,572","3,790,847",,
1980,Hawaii,HI,318026,303287,695906,0.07,985,0,0,985,"646,903",0.49,0.46
1980,Idaho,ID,446045,437431,644004,0.02,817,0,0,817,"633,527",0.70,0.69
1980,Illinois,IL,4868890,4749721,8216218,0.04,"11,899",0,0,"11,899","7,867,454",0.62,0.59
1980,Indiana,IN,2275433,2242033,3885473,0.01,"6,683",0,0,"6,683","3,847,706",0.59,0.59
1980,Iowa,IA,1314258,1317661,2093321,0.01,"2,481","8,815",639,"7,528","2,071,140",0.63,0.63
1980,Kansas,KS,,979795,1726471,0.01,"2,494",0,0,"2,494","1,704,986",,
1980,Kentucky,KY,,1294627,2592185,0.01,"3,588","12,400","8,120","17,908","2,561,316",,
1980,Louisiana,LA,,1548591,2910776,0.01,"8,889",0,0,"8,889","2,869,868",,
1980,Maine,ME,,523011,810240,0.01,0,0,0,0,"799,707",,
1980,Maryland,MD,1557709,1540496,3081409,0.03,"7,731","41,661","6,436","34,998","2,963,213",0.53,0.51
1980,Massachusetts,MA,2566807,2524298,4281265,0.04,0,0,0,0,"4,110,014",0.62,0.60
1980,Michigan,MI,3978647,3909725,6514790,0.02,"15,124",0,0,"15,124","6,375,885",0.62,0.61
1980,Minnesota,MN,2079451,2051980,2929927,0.01,"2,001","27,000","1,534","17,035","2,883,593",0.72,0.71
1980,Mississippi,MS,,892620,1719825,0.00,"3,902","4,864","2,292","8,626","1,704,320",,
1980,Missouri,MO,,2099824,3571609,0.01,"5,726","17,400","2,395","16,821","3,529,787",,
1980,Montana,MT,371976,363952,559165,0.01,739,0,0,739,"554,512",0.67,0.67
1980,Nebraska,NE,651281,640854,1129653,0.01,"1,446","7,980",292,"5,728","1,114,888",0.58,0.58
1980,Nevada,NV,297318,247885,602463,0.04,"1,839","4,989","1,052","5,386","572,978",0.52,0.49
1980,New Hampshire,NH,402415,383990,671558,0.02,326,0,0,326,"660,487",0.61,0.60
1980,New Jersey,NJ,2999879,2975684,5420255,0.05,"5,884","29,239","8,911","29,415","5,125,248",0.59,0.55
1980,New Mexico,NM,464848,456971,897946,0.02,"1,279","2,794",884,"3,560","873,733",0.53,0.52
1980,New York,NY,6359218,6201959,12932357,0.07,"21,815",0,"19,652","41,467","12,011,490",0.53,0.49
1980,North Carolina,NC,,1855833,4272156,0.01,"15,513","36,467","6,496","40,243","4,202,008",,
1980,North Dakota,ND,314525,301545,465447,0.01,253,0,0,253,"462,401",0.68,0.68
1980,Ohio,OH,4378937,4283603,7732705,0.01,"13,489",0,0,"13,489","7,634,156",0.57,0.57
1980,Oklahoma,OK,1172303,1149708,2201257,0.01,"4,796","14,360","2,232","14,208","2,162,835",0.54,0.53
1980,Oregon,OR,1209691,1181516,1925651,0.02,"3,177",0,0,"3,177","1,880,110",0.64,0.63
1980,Pennsylvania,PA,,4561501,8774885,0.01,"8,171",0,0,"8,171","8,661,415",,
1980,Rhode Island,RI,423349,416072,709692,0.04,813,"5,501",257,"3,821","675,354",0.63,0.60
1980,South Carolina,SC,922397,894071,2212354,0.01,"7,862","20,589","3,124","21,281","2,177,799",0.42,0.42
1980,South Dakota,SD,,327703,486893,0.00,635,0,0,635,"484,310",,
1980,Tennessee,TN,,1617616,3318036,0.01,"7,022","9,130","3,097","14,684","3,286,762",,
1980,Texas,TX,,4541636,10120613,0.04,"29,892","131,996","17,235","113,125","9,572,302",,
1980,Utah,UT,609691,604222,934767,0.02,0,0,0,0,"915,137",0.67,0.65
1980,Vermont,VT,215500,213299,369147,0.02,0,0,0,0,"363,241",0.59,0.58
1980,Virginia,VA,,1866032,3927383,0.02,"8,920","11,463","4,783","19,435","3,829,400",,
1980,Washington,WA,1772904,1742394,3037193,0.03,"4,399","12,527","14,669","25,332","2,923,782",0.61,0.58
1980,West Virginia,WV,742150,737715,1396595,0.01,"1,257","2,650",475,"3,057","1,386,555",0.54,0.53
1980,Wisconsin,WI,,2273221,3371087,0.01,"3,980","19,088","2,639","16,163","3,321,213",,
1980,Wyoming,WY,181004,176713,330784,0.01,534,940,154,"1,158","326,649",0.55,0.55
