pct_name,pct_id,pct_num,reg_vot,DEM,RFK,LIB,ASP,GRN,CON,REP,AUR,YES,NO,total_pres,total_rcv,prop_dem,prop_rep,prop_rfk,prop_yes,prop_no,exception
18-565 Ship Creek,18-565,146,1071,47,0,1,0,2,0,35,1,26,55,86,81,0.5465116279069767,0.4069767441860465,0,0.32098765432098764,0.6790123456790124,FALSE
19-605 Airport Heights No. 1,19-605,147,2330,440,9,6,0,9,3,250,3,236,466,720,702,0.6111111111111112,0.3472222222222222,0.0125,0.33618233618233617,0.6638176638176638,FALSE
19-610 Airport Heights No. 2,19-610,148,3944,310,9,13,0,9,5,371,3,247,420,720,667,0.4305555555555556,0.5152777777777777,0.0125,0.37031484257871067,0.6296851574212894,FALSE
19-615 Mountainview No. 1,19-615,149,2047,215,6,7,0,2,2,166,3,135,236,401,371,0.5361596009975063,0.4139650872817955,0.014962593516209476,0.3638814016172507,0.6361185983827493,FALSE
19-620 Mountainview No. 2,19-620,150,2637,178,6,3,0,4,1,184,0,135,213,376,348,0.4734042553191489,0.48936170212765956,0.015957446808510637,0.3879310344827586,0.6120689655172413,FALSE
19-625 South Mountainview,19-625,151,2622,215,3,3,2,7,0,229,1,189,237,460,426,0.4673913043478261,0.49782608695652175,0.006521739130434782,0.44366197183098594,0.5563380281690141,FALSE
20-650 University No. 1,20-650,152,1118,144,5,1,0,2,0,113,3,100,149,268,249,0.5373134328358209,0.4216417910447761,0.018656716417910446,0.40160642570281124,0.5983935742971888,FALSE
20-655 University No. 2,20-655,153,3958,443,15,9,5,7,1,426,8,339,508,914,847,0.48468271334792123,0.4660831509846827,0.016411378555798686,0.4002361275088548,0.5997638724911453,FALSE
20-660 University No. 3,20-660,154,3120,480,15,11,1,5,2,391,3,324,553,908,877,0.5286343612334802,0.43061674008810574,0.016519823788546256,0.3694412770809578,0.6305587229190421,FALSE
20-665 University No. 4,20-665,155,1562,221,8,6,0,8,0,180,1,157,254,424,411,0.5212264150943396,0.42452830188679247,0.018867924528301886,0.3819951338199513,0.6180048661800487,FALSE
20-670 University No. 5,20-670,156,4774,637,26,16,9,12,3,587,6,511,723,1296,1234,0.49151234567901236,0.4529320987654321,0.020061728395061727,0.4141004862236629,0.5858995137763371,FALSE
21-705 East Anchorage No. 1,21-705,157,2273,340,13,10,4,9,5,304,3,269,407,688,676,0.4941860465116279,0.4418604651162791,0.0188953488372093,0.3979289940828402,0.6020710059171598,FALSE
21-710 East Anchorage No. 2,21-710,158,3073,347,19,7,2,4,2,418,3,367,407,802,774,0.43266832917705733,0.5211970074812967,0.02369077306733167,0.47416020671834624,0.5258397932816538,FALSE
21-715 East Anchorage No. 3,21-715,159,4233,477,11,13,3,5,3,587,3,476,600,1102,1076,0.43284936479128855,0.5326678765880217,0.009981851179673321,0.4423791821561338,0.5576208178438662,FALSE
21-720 East Anchorage No. 4,21-720,160,2740,413,11,7,1,7,0,410,5,375,445,854,820,0.48360655737704916,0.48009367681498827,0.01288056206088993,0.4573170731707317,0.5426829268292683,FALSE
21-725 East Anchorage No. 5,21-725,161,3783,600,14,9,1,8,3,572,5,528,666,1212,1194,0.49504950495049505,0.47194719471947194,0.01155115511551155,0.44221105527638194,0.5577889447236181,FALSE
22-750 Northeast Anchorage No. 1,22-750,162,3816,384,17,5,2,8,6,401,0,342,443,823,785,0.4665856622114216,0.48724179829890646,0.020656136087484813,0.4356687898089172,0.5643312101910828,FALSE
22-755 Northeast Anchorage No. 2,22-755,163,4045,339,9,8,0,4,2,399,0,344,400,761,744,0.4454664914586071,0.5243101182654402,0.011826544021024968,0.46236559139784944,0.5376344086021505,FALSE
22-760 Northeast Anchorage No. 3,22-760,164,4027,428,12,13,1,10,7,408,5,353,492,884,845,0.4841628959276018,0.46153846153846156,0.013574660633484163,0.41775147928994083,0.5822485207100592,FALSE
22-765 Northeast Anchorage No. 4,22-765,165,2811,245,4,1,2,5,4,296,2,251,292,559,543,0.43828264758497315,0.5295169946332737,0.007155635062611807,0.4622467771639042,0.5377532228360957,FALSE
23-805 Chugach Park No. 1,23-805,166,4514,375,31,22,5,9,2,611,6,548,486,1061,1034,0.353440150801131,0.5758718190386428,0.029217719132893498,0.5299806576402321,0.4700193423597679,FALSE
23-810 Eagle River No. 1,23-810,167,2789,219,14,11,0,6,7,368,1,331,273,626,604,0.3498402555910543,0.5878594249201278,0.022364217252396165,0.5480132450331126,0.4519867549668874,FALSE
23-815 Eagle River No. 2,23-815,168,3089,259,19,9,1,4,1,378,2,331,318,673,649,0.3848439821693908,0.5616641901931649,0.02823179791976226,0.5100154083204931,0.4899845916795069,FALSE
23-820 Hiland,23-820,169,2795,201,14,11,6,2,4,394,4,335,276,636,611,0.3160377358490566,0.6194968553459119,0.0220125786163522,0.5482815057283142,0.45171849427168576,FALSE
23-825 Meadow Creek No. 1,23-825,170,2579,277,15,5,2,7,2,411,0,353,341,719,694,0.3852573018080668,0.5716272600834492,0.02086230876216968,0.5086455331412104,0.49135446685878964,FALSE
23-830 Meadow Creek No. 2,23-830,171,1324,126,11,9,0,3,0,272,0,225,189,421,414,0.2992874109263658,0.6460807600950119,0.026128266033254157,0.5434782608695652,0.45652173913043476,FALSE
24-850 Chugach Park No. 2,24-850,172,2566,192,10,13,0,5,3,446,1,379,271,670,650,0.2865671641791045,0.6656716417910448,0.014925373134328358,0.583076923076923,0.4169230769230769,FALSE
24-855 Chugiak,24-855,173,1129,101,7,5,0,3,1,249,1,211,144,367,355,0.27520435967302453,0.6784741144414169,0.01907356948228883,0.5943661971830986,0.4056338028169014,FALSE
24-860 Eagle River No. 3,24-860,174,2988,191,18,11,2,2,5,378,4,315,275,611,590,0.31260229132569556,0.618657937806874,0.029459901800327332,0.5338983050847458,0.4661016949152542,FALSE
24-865 Eklutna,24-865,175,2132,198,12,12,4,5,1,408,0,354,257,640,611,0.309375,0.6375,0.01875,0.5793780687397708,0.4206219312602291,FALSE
24-870 Fire Lake,24-870,176,2893,228,13,5,1,1,3,468,1,397,304,720,701,0.31666666666666665,0.65,0.018055555555555554,0.5663338088445078,0.43366619115549215,FALSE
24-875 Peters Creek No. 1,24-875,177,2851,242,26,10,0,3,4,689,1,620,343,975,963,0.24820512820512822,0.7066666666666667,0.02666666666666667,0.6438213914849429,0.3561786085150571,FALSE
24-880 Peters Creek No. 2,24-880,178,1725,147,9,6,1,3,2,357,0,311,192,525,503,0.28,0.68,0.017142857142857144,0.6182902584493042,0.3817097415506958,FALSE
25-305 Butte,25-305,179,3510,278,28,9,3,6,4,863,4,775,376,1195,1151,0.23263598326359833,0.7221757322175733,0.023430962343096235,0.6733275412684622,0.3266724587315378,FALSE
25-310 Greater Palmer,25-310,180,1886,153,14,5,1,3,1,361,0,323,202,538,525,0.2843866171003718,0.671003717472119,0.026022304832713755,0.6152380952380953,0.38476190476190475,FALSE
25-315 Lazy Mountain,25-315,181,2029,207,8,8,2,3,1,554,1,491,267,784,758,0.26403061224489793,0.7066326530612245,0.01020408163265306,0.6477572559366754,0.35224274406332456,FALSE
25-320 Palmer City No. 1,25-320,182,2694,170,15,9,2,4,0,347,1,299,227,548,526,0.3102189781021898,0.6332116788321168,0.02737226277372263,0.5684410646387833,0.43155893536121676,FALSE
25-325 Palmer City No. 2,25-325,183,2475,184,14,14,0,6,1,339,1,290,234,559,524,0.3291592128801431,0.6064400715563506,0.025044722719141325,0.5534351145038168,0.44656488549618323,FALSE
25-330 Springer Loop,25-330,184,2162,176,14,13,2,1,1,536,3,458,252,746,710,0.2359249329758713,0.7184986595174263,0.01876675603217158,0.6450704225352113,0.35492957746478876,FALSE
25-335 Walby,25-335,185,2246,138,14,10,0,0,4,495,2,427,206,663,633,0.2081447963800905,0.746606334841629,0.021116138763197588,0.674565560821485,0.325434439178515,FALSE
26-350 Fairview No. 1,26-350,186,1841,76,17,6,0,5,1,392,0,359,127,497,486,0.1529175050301811,0.7887323943661971,0.03420523138832998,0.7386831275720165,0.2613168724279835,FALSE
26-355 Fairview No. 2,26-355,187,1283,91,12,3,0,3,0,282,0,247,128,391,375,0.23273657289002558,0.7212276214833759,0.030690537084398978,0.6586666666666666,0.3413333333333333,FALSE
26-360 Knik Goose Bay No. 1,26-360,188,4019,194,27,9,2,5,2,928,2,784,317,1169,1101,0.16595380667236956,0.7938408896492729,0.023096663815226688,0.7120799273387829,0.28792007266121705,FALSE
26-365 Knik Goose Bay No. 2,26-365,189,2619,157,13,8,1,0,2,599,0,539,218,780,757,0.2012820512820513,0.767948717948718,0.016666666666666666,0.7120211360634082,0.28797886393659183,FALSE
26-370 Knik Goose Bay No. 3,26-370,190,1739,100,10,5,0,0,1,393,0,329,148,509,477,0.19646365422396855,0.7721021611001965,0.019646365422396856,0.689727463312369,0.31027253668763105,FALSE
26-375 Mat-Su Campus,26-375,191,1938,164,10,5,2,2,1,440,2,388,222,626,610,0.26198083067092653,0.7028753993610224,0.01597444089456869,0.6360655737704918,0.3639344262295082,FALSE
26-380 Snowshoe,26-380,192,3073,185,21,11,1,5,2,760,2,680,270,987,950,0.18743667679837892,0.7700101317122594,0.02127659574468085,0.7157894736842105,0.28421052631578947,FALSE
27-405 Foothills,27-405,193,2503,120,10,7,0,8,2,563,1,489,181,711,670,0.16877637130801687,0.7918424753867792,0.014064697609001406,0.7298507462686568,0.2701492537313433,FALSE
27-410 Meadow Lakes No. 1,27-410,194,3665,179,14,7,1,2,6,853,1,751,270,1063,1021,0.16839134524929444,0.8024459078080903,0.01317027281279398,0.7355533790401567,0.2644466209598433,FALSE
27-415 Meadow Lakes No. 2,27-415,195,2678,141,11,12,3,1,11,709,0,639,213,888,852,0.15878378378378377,0.7984234234234234,0.012387387387387387,0.75,0.25,FALSE
27-420 Wasilla No. 1,27-420,196,3668,154,11,7,0,4,1,554,3,462,235,734,697,0.2098092643051771,0.7547683923705722,0.014986376021798364,0.6628407460545194,0.33715925394548063,FALSE
27-425 Wasilla No. 2,27-425,197,4240,178,20,9,2,3,0,721,1,604,295,934,899,0.1905781584582441,0.771948608137045,0.021413276231263382,0.6718576195773082,0.3281423804226919,FALSE
28-450 Lakes No. 1,28-450,198,2038,125,14,6,0,5,1,432,3,388,188,586,576,0.21331058020477817,0.7372013651877133,0.023890784982935155,0.6736111111111112,0.3263888888888889,FALSE
28-455 Lakes No. 2,28-455,199,1389,89,11,6,3,0,2,291,0,261,129,402,390,0.22139303482587064,0.7238805970149254,0.02736318407960199,0.6692307692307692,0.33076923076923076,FALSE
28-460 Seldon No. 1,28-460,200,3023,155,10,10,3,2,3,766,1,661,234,950,895,0.1631578947368421,0.8063157894736842,0.010526315789473684,0.7385474860335196,0.26145251396648045,FALSE
28-465 Seldon No. 2,28-465,201,4094,224,26,17,3,2,2,665,2,577,325,941,902,0.23804463336875664,0.7066950053134963,0.02763018065887354,0.6396895787139689,0.360310421286031,FALSE
28-470 Seward Meridian,28-470,202,1303,87,11,3,2,1,2,292,1,251,129,399,380,0.21804511278195488,0.731829573934837,0.02756892230576441,0.6605263157894737,0.3394736842105263,FALSE
28-475 Trunk,28-475,203,2684,208,18,7,3,6,4,504,2,451,286,752,737,0.2765957446808511,0.6702127659574468,0.023936170212765957,0.6119402985074627,0.3880597014925373,FALSE
28-480 Wasilla Lake,28-480,204,1897,83,8,6,1,3,1,291,1,249,129,394,378,0.21065989847715735,0.7385786802030457,0.02030456852791878,0.6587301587301587,0.3412698412698413,FALSE
29-505 Farm Loop,29-505,205,3077,180,21,9,0,3,4,752,3,670,260,972,930,0.18518518518518517,0.7736625514403292,0.021604938271604937,0.7204301075268817,0.27956989247311825,FALSE
29-510 Fishhook,29-510,206,4383,333,22,15,2,6,3,1003,5,848,472,1389,1320,0.23974082073434125,0.7221022318214543,0.01583873290136789,0.6424242424242425,0.3575757575757576,FALSE
29-515 Kings Lake,29-515,207,3062,172,15,11,0,2,2,678,1,604,247,881,851,0.1952326901248581,0.7695800227014756,0.0170261066969353,0.7097532314923619,0.2902467685076381,FALSE
29-520 Lakes No. 3,29-520,208,1540,78,5,4,0,3,1,260,1,241,107,352,348,0.2215909090909091,0.7386363636363636,0.014204545454545454,0.6925287356321839,0.3074712643678161,FALSE
29-525 Sheep Mountain,29-525,209,415,23,4,0,0,1,1,119,0,108,34,148,142,0.1554054054054054,0.8040540540540541,0.02702702702702703,0.7605633802816901,0.23943661971830985,FALSE
29-530 Sutton,29-530,210,1219,122,7,2,1,6,0,363,1,299,182,502,481,0.24302788844621515,0.7231075697211156,0.013944223107569721,0.6216216216216216,0.3783783783783784,FALSE
29-535 Valdez No. 1,29-535,211,1219,152,9,5,1,1,1,302,1,240,210,472,450,0.3220338983050847,0.6398305084745762,0.019067796610169493,0.5333333333333333,0.4666666666666667,FALSE
29-540 Valdez No. 2,29-540,212,817,83,1,2,0,2,1,132,2,97,113,223,210,0.3721973094170404,0.5919282511210763,0.004484304932735426,0.46190476190476193,0.5380952380952381,FALSE
29-545 Valdez No. 3,29-545,213,1237,113,7,4,0,5,2,244,0,203,159,375,362,0.30133333333333334,0.6506666666666666,0.018666666666666668,0.5607734806629834,0.43922651933701656,FALSE
30-550 Anderson/Clear,30-550,214,408,26,0,1,0,1,0,109,0,80,49,137,129,0.1897810218978102,0.7956204379562044,0,0.6201550387596899,0.3798449612403101,FALSE
30-555 Big Lake,30-555,215,3732,188,15,9,4,2,3,955,3,792,332,1179,1124,0.1594571670907549,0.8100084817642069,0.01272264631043257,0.7046263345195729,0.29537366548042704,FALSE
30-560 Cantwell,30-560,216,219,38,2,2,0,0,0,42,1,37,44,85,81,0.4470588235294118,0.49411764705882355,0.023529411764705882,0.4567901234567901,0.5432098765432098,FALSE
30-565 Denali Park,30-565,217,294,53,1,1,0,4,0,12,1,13,57,72,70,0.7361111111111112,0.16666666666666666,0.013888888888888888,0.18571428571428572,0.8142857142857143,FALSE
30-570 East Schrock,30-570,218,308,17,2,0,0,0,0,71,0,49,37,90,86,0.18888888888888888,0.7888888888888889,0.022222222222222223,0.5697674418604651,0.43023255813953487,FALSE
30-575 Healy,30-575,219,949,104,1,8,1,6,1,251,1,220,142,373,362,0.27882037533512066,0.6729222520107239,0.002680965147453083,0.6077348066298343,0.39226519337016574,FALSE
30-580 Houston,30-580,220,1929,91,5,5,0,0,1,418,3,333,152,523,485,0.1739961759082218,0.7992351816443595,0.009560229445506692,0.6865979381443299,0.3134020618556701,FALSE
30-585 Knik Goose Bay No. 4,30-585,221,3809,212,12,7,1,4,1,872,0,737,302,1109,1039,0.19116321009918846,0.7862939585211902,0.010820559062218215,0.7093358999037536,0.2906641000962464,FALSE
30-590 Trapper Creek,30-590,222,692,28,2,3,0,1,2,82,0,78,31,118,109,0.23728813559322035,0.6949152542372882,0.01694915254237288,0.7155963302752294,0.28440366972477066,FALSE
30-595 Susitna,30-595,223,1621,116,5,4,0,4,1,363,1,333,148,494,481,0.23481781376518218,0.7348178137651822,0.010121457489878543,0.6923076923076923,0.3076923076923077,FALSE
30-600 Talkeetna,30-600,224,1248,139,3,5,0,8,0,101,1,81,152,257,233,0.5408560311284046,0.39299610894941633,0.011673151750972763,0.34763948497854075,0.6523605150214592,FALSE
30-605 Willow,30-605,225,2385,222,13,5,0,1,3,744,1,653,302,989,955,0.224469160768453,0.7522750252780587,0.01314459049544995,0.6837696335078534,0.3162303664921466,FALSE
31-446 Aurora,31-446,226,3190,373,15,12,3,4,0,474,6,406,452,887,858,0.4205186020293123,0.5343855693348365,0.016910935738444193,0.4731934731934732,0.5268065268065268,FALSE
31-455 Fairbanks No. 1,31-455,227,3956,442,16,12,3,7,5,441,6,379,525,932,904,0.4742489270386266,0.47317596566523606,0.017167381974248927,0.4192477876106195,0.5807522123893806,FALSE
31-480 Fairbanks No. 2,31-480,228,3265,389,14,10,2,6,2,474,4,405,492,901,897,0.43174250832408434,0.5260821309655938,0.01553829078801332,0.451505016722408,0.5484949832775919,FALSE
31-485 Fairbanks No. 3,31-485,229,4112,373,17,10,2,6,2,450,6,372,467,866,839,0.43071593533487296,0.5196304849884527,0.019630484988452657,0.4433849821215733,0.5566150178784267,FALSE
32-355 Fairbanks No. 4,32-355,230,2865,310,18,5,0,9,7,447,3,375,403,799,778,0.3879849812265332,0.5594493116395495,0.02252816020025031,0.4820051413881748,0.5179948586118251,FALSE
32-365 Fairbanks No. 5,32-365,231,1976,246,21,4,0,5,0,308,0,269,305,584,574,0.4212328767123288,0.5273972602739726,0.03595890410958904,0.4686411149825784,0.5313588850174216,FALSE
32-375 Fort Wainwright,32-375,232,3379,96,8,2,4,1,0,265,0,175,159,376,334,0.2553191489361702,0.7047872340425532,0.02127659574468085,0.5239520958083832,0.47604790419161674,FALSE
32-385 Badger No. 2,32-385,233,3650,266,22,26,1,3,2,848,5,687,438,1173,1125,0.226768968456948,0.7229326513213982,0.01875532821824382,0.6106666666666667,0.3893333333333333,FALSE
33-130 Badger No. 1,33-130,234,3590,275,22,16,1,1,2,858,2,736,429,1177,1165,0.2336448598130841,0.7289719626168224,0.018691588785046728,0.6317596566523606,0.3682403433476395,FALSE
33-135 Chena Lakes,33-135,235,3321,189,14,10,0,1,1,956,1,793,360,1172,1153,0.1612627986348123,0.8156996587030717,0.011945392491467578,0.6877710320901995,0.31222896790980054,FALSE
33-155 Moose Creek,33-155,236,492,30,3,0,0,1,0,112,1,86,57,147,143,0.20408163265306123,0.7619047619047619,0.02040816326530612,0.6013986013986014,0.3986013986013986,FALSE
33-165 Newby,33-165,237,3494,235,17,12,2,5,6,961,2,831,385,1240,1216,0.18951612903225806,0.775,0.013709677419354839,0.6833881578947368,0.31661184210526316,FALSE
33-175 North Pole,33-175,238,2342,156,16,6,2,1,0,552,2,474,246,735,720,0.21224489795918366,0.7510204081632653,0.021768707482993196,0.6583333333333333,0.3416666666666667,FALSE
33-183 Plack,33-183,239,3457,168,12,9,3,8,1,935,2,784,316,1138,1100,0.14762741652021089,0.8216168717047452,0.01054481546572935,0.7127272727272728,0.2872727272727273,FALSE
34-235 Eielson,34-235,240,2293,77,2,2,1,1,0,248,0,151,149,331,300,0.2326283987915408,0.7492447129909365,0.006042296072507553,0.5033333333333333,0.49666666666666665,FALSE
34-238 Eielson Farm Road,34-238,241,160,9,1,0,0,0,0,48,0,43,15,58,58,0.15517241379310345,0.8275862068965517,0.017241379310344827,0.7413793103448276,0.25862068965517243,FALSE
34-240 Farmers Loop,34-240,242,2475,444,30,13,0,10,1,401,5,345,535,904,880,0.4911504424778761,0.4435840707964602,0.033185840707964605,0.39204545454545453,0.6079545454545454,FALSE
34-260 Salcha,34-260,243,1140,97,6,7,1,0,0,421,1,366,156,533,522,0.18198874296435272,0.7898686679174484,0.01125703564727955,0.7011494252873564,0.2988505747126437,FALSE
34-263 Steele Creek,34-263,244,3083,326,29,16,2,3,4,659,5,609,423,1044,1032,0.31226053639846746,0.6312260536398467,0.027777777777777776,0.5901162790697675,0.40988372093023256,FALSE
34-265 Steese,34-265,245,3206,353,22,13,1,10,4,611,1,529,461,1015,990,0.3477832512315271,0.6019704433497537,0.02167487684729064,0.5343434343434343,0.46565656565656566,FALSE
34-270 Summit,34-270,246,2723,301,24,8,3,3,6,518,4,475,382,867,857,0.34717416378316035,0.5974625144175317,0.02768166089965398,0.5542590431738623,0.4457409568261377,FALSE
34-280 Two Rivers,34-280,247,1219,131,7,4,0,0,1,356,1,290,193,500,483,0.262,0.712,0.014,0.6004140786749482,0.3995859213250518,FALSE
35-580 Airport,35-580,248,977,109,6,4,1,2,0,208,0,176,145,330,321,0.3303030303030303,0.6303030303030303,0.01818181818181818,0.5482866043613707,0.4517133956386293,FALSE
35-582 Chena,35-582,249,3978,619,16,18,8,18,2,731,9,645,752,1421,1397,0.43560872624912034,0.5144264602392681,0.011259676284306826,0.4617036506800286,0.5382963493199714,FALSE
35-584 Ester,35-584,250,1359,314,5,6,0,16,2,219,1,198,364,563,562,0.5577264653641207,0.38898756660746003,0.008880994671403197,0.35231316725978645,0.6476868327402135,FALSE
35-586 Geist,35-586,251,1832,253,12,5,2,5,1,298,2,248,318,578,566,0.43771626297577854,0.5155709342560554,0.020761245674740483,0.4381625441696113,0.5618374558303887,FALSE
35-587 Lakeview,35-587,252,514,36,1,0,0,0,0,86,0,73,45,123,118,0.2926829268292683,0.6991869918699187,0.008130081300813009,0.6186440677966102,0.3813559322033898,FALSE
35-592 Shanly,35-592,253,1698,211,3,3,3,12,2,192,4,171,244,430,415,0.4906976744186046,0.44651162790697674,0.0069767441860465115,0.41204819277108434,0.5879518072289157,FALSE
35-595 University Hills,35-595,254,1841,349,6,8,1,8,1,234,5,211,388,612,599,0.5702614379084967,0.38235294117647056,0.00980392156862745,0.35225375626043404,0.6477462437395659,FALSE
35-596 University West,35-596,255,3828,584,20,18,4,6,0,641,7,578,685,1280,1263,0.45625,0.50078125,0.015625,0.4576405384006334,0.5423594615993665,FALSE
36-001 Goldstream No. 1,36-001,256,1718,303,10,8,1,10,0,308,2,269,368,642,637,0.4719626168224299,0.4797507788161994,0.01557632398753894,0.42229199372056514,0.5777080062794349,FALSE
36-002 Goldstream No. 2,36-002,257,1645,447,10,9,0,17,0,278,5,242,524,766,766,0.5835509138381201,0.3629242819843342,0.013054830287206266,0.31592689295039167,0.6840731070496083,FALSE
36-010 Allakaket,36-010,258,116,35,0,0,0,1,0,1,1,4,35,38,39,0.9210526315789473,0.02631578947368421,0,0.10256410256410256,0.8974358974358975,FALSE
36-014 Anvik,36-014,259,46,16,0,0,1,1,0,7,0,10,14,25,24,0.64,0.28,0,0.4166666666666667,0.5833333333333334,FALSE
36-018 Arctic Village,36-018,260,102,48,2,0,0,0,0,3,0,18,35,53,53,0.9056603773584906,0.05660377358490566,0.03773584905660377,0.33962264150943394,0.660377358490566,FALSE
36-022 Beaver,36-022,261,50,11,1,0,0,0,0,4,0,6,9,16,15,0.6875,0.25,0.0625,0.4,0.6,FALSE
36-026 Bettles,36-026,262,69,5,1,0,0,0,0,5,0,4,7,11,11,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.6363636363636364,FALSE
36-034 Central,36-034,263,117,7,1,0,0,0,0,32,0,27,11,40,38,0.175,0.8,0.025,0.7105263157894737,0.2894736842105263,FALSE
36-038 Chistochina,36-038,264,196,13,1,0,0,0,0,55,0,42,22,69,64,0.18840579710144928,0.7971014492753623,0.014492753623188406,0.65625,0.34375,FALSE
36-042 Circle,36-042,265,187,16,0,0,0,0,0,4,0,6,12,20,18,0.8,0.2,0,0.3333333333333333,0.6666666666666666,FALSE
36-046 Copper Center,36-046,266,1111,89,10,2,4,3,0,242,1,217,128,351,345,0.2535612535612536,0.6894586894586895,0.02849002849002849,0.6289855072463768,0.3710144927536232,FALSE
36-050 Delta Junction,36-050,267,955,38,7,4,1,0,2,301,2,262,70,355,332,0.10704225352112676,0.847887323943662,0.01971830985915493,0.7891566265060241,0.21084337349397592,FALSE
36-054 Deltana,36-054,268,3363,134,9,4,2,2,4,1038,0,937,211,1193,1148,0.11232187761944677,0.8700754400670578,0.0075440067057837385,0.8162020905923345,0.1837979094076655,FALSE
36-058 Dot Lake,36-058,269,105,4,0,0,0,0,0,45,0,43,6,49,49,0.08163265306122448,0.9183673469387755,0,0.8775510204081632,0.12244897959183673,FALSE
36-062 Eagle,36-062,270,215,19,0,1,0,1,0,46,1,44,17,68,61,0.27941176470588236,0.6764705882352942,0,0.7213114754098361,0.2786885245901639,FALSE
36-066 Fort Yukon,36-066,271,393,97,2,0,3,1,1,30,1,45,85,135,130,0.7185185185185186,0.2222222222222222,0.014814814814814815,0.34615384615384615,0.6538461538461539,FALSE
36-070 Gakona,36-070,272,296,20,1,3,0,0,1,81,0,62,39,106,101,0.18867924528301888,0.7641509433962265,0.009433962264150943,0.6138613861386139,0.38613861386138615,FALSE
36-074 Galena,36-074,273,329,75,4,0,0,1,0,65,1,58,83,146,141,0.5136986301369864,0.4452054794520548,0.0273972602739726,0.41134751773049644,0.5886524822695035,FALSE
36-078 Glennallen,36-078,274,536,30,3,3,1,2,0,139,0,120,49,178,169,0.16853932584269662,0.7808988764044944,0.016853932584269662,0.7100591715976331,0.28994082840236685,FALSE
36-082 Grayling,36-082,275,118,22,2,1,3,2,1,20,0,25,27,51,52,0.43137254901960786,0.39215686274509803,0.0392156862745098,0.4807692307692308,0.5192307692307693,FALSE
36-086 Holy Cross,36-086,276,114,30,0,1,0,0,0,9,0,9,27,40,36,0.75,0.225,0,0.25,0.75,FALSE
36-090 Hughes,36-090,277,58,18,2,0,1,0,0,8,1,11,19,30,30,0.6,0.26666666666666666,0.06666666666666667,0.36666666666666664,0.6333333333333333,FALSE
36-094 Huslia,36-094,278,184,67,1,0,0,1,2,18,1,20,66,90,86,0.7444444444444445,0.2,0.011111111111111112,0.23255813953488372,0.7674418604651163,FALSE
36-098 Kaltag,36-098,279,111,24,3,0,0,1,0,9,0,8,27,37,35,0.6486486486486487,0.24324324324324326,0.08108108108108109,0.22857142857142856,0.7714285714285715,FALSE
36-102 Kenny Lake,36-102,280,548,42,4,3,2,1,0,132,1,126,52,185,178,0.22702702702702704,0.7135135135135136,0.021621621621621623,0.7078651685393258,0.29213483146067415,FALSE
36-106 Koyukuk,36-106,281,61,24,1,0,0,0,0,2,0,6,20,27,26,0.8888888888888888,0.07407407407407407,0.037037037037037035,0.23076923076923078,0.7692307692307693,FALSE
36-110 Manley,36-110,282,120,9,0,0,0,1,0,37,0,32,11,47,43,0.19148936170212766,0.7872340425531915,0,0.7441860465116279,0.2558139534883721,FALSE
36-114 McGrath,36-114,283,272,26,0,1,0,0,1,63,0,57,27,91,84,0.2857142857142857,0.6923076923076923,0,0.6785714285714286,0.32142857142857145,FALSE
36-118 Mentasta,36-118,284,87,23,3,1,0,0,0,11,0,11,26,38,37,0.6052631578947368,0.2894736842105263,0.07894736842105263,0.2972972972972973,0.7027027027027027,FALSE
36-122 Minto,36-122,285,124,21,4,0,0,1,0,25,0,22,25,51,47,0.4117647058823529,0.49019607843137253,0.0784313725490196,0.46808510638297873,0.5319148936170213,FALSE
36-126 Nenana,36-126,286,593,98,6,4,4,1,1,195,1,167,140,310,307,0.3161290322580645,0.6290322580645161,0.01935483870967742,0.5439739413680782,0.4560260586319218,FALSE
36-130 Nikolai,36-130,287,64,13,3,0,1,1,1,7,0,6,16,26,22,0.5,0.2692307692307692,0.11538461538461539,0.2727272727272727,0.7272727272727273,FALSE
36-134 Northway,36-134,288,221,22,3,0,0,0,0,43,1,25,41,69,66,0.3188405797101449,0.6231884057971014,0.043478260869565216,0.3787878787878788,0.6212121212121212,TRUE
36-138 Nulato,36-138,289,172,56,4,0,0,1,3,11,2,19,53,77,72,0.7272727272727273,0.14285714285714285,0.05194805194805195,0.2638888888888889,0.7361111111111112,FALSE
36-142 Ruby,36-142,290,98,17,1,0,0,0,0,12,0,10,19,30,29,0.5666666666666667,0.4,0.03333333333333333,0.3448275862068966,0.6551724137931034,FALSE
36-146 Shageluk,36-146,291,54,18,1,0,0,0,0,3,0,5,16,22,21,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.23809523809523808,0.7619047619047619,FALSE
36-162 Tanana,36-162,292,149,60,2,0,2,0,0,15,0,19,55,79,74,0.759493670886076,0.189873417721519,0.02531645569620253,0.25675675675675674,0.7432432432432432,FALSE
36-166 Tetlin,36-166,293,73,12,1,0,0,0,1,16,0,11,19,30,30,0.4,0.5333333333333333,0.03333333333333333,0.36666666666666664,0.6333333333333333,FALSE
36-170 Tok,36-170,294,1410,89,9,6,3,1,4,401,0,353,139,513,492,0.17348927875243664,0.7816764132553606,0.017543859649122806,0.717479674796748,0.28252032520325204,FALSE
36-174 Venetie,36-174,295,144,31,0,0,0,1,0,12,0,15,28,44,43,0.7045454545454546,0.2727272727272727,0,0.3488372093023256,0.6511627906976745,FALSE
