pct_name,pct_id,pct_num,reg_vot,cand_name,cand_party,votes
09-135 South Anchorage No. 5,09-135,88,1407,Trump/Vance,REP,257
09-135 South Anchorage No. 5,09-135,88,1407,West/Abdullah,AUR,0
09-135 South Anchorage No. 5,09-135,88,1407,YES,YES,237
09-135 South Anchorage No. 5,09-135,88,1407,NO,NO,252
09-140 Stuckagain Heights,09-140,89,438,Harris/Walz,DEM,85
09-140 Stuckagain Heights,09-140,89,438,Kennedy/Shanahan,RFK,2
09-140 Stuckagain Heights,09-140,89,438,Oliver/Maat,LIB,1
09-140 Stuckagain Heights,09-140,89,438,Sonski/Onak,ASP,0
09-140 Stuckagain Heights,09-140,89,438,Stein/Ware,GRN,2
09-140 Stuckagain Heights,09-140,89,438,Terry/Broden,CON,0
09-140 Stuckagain Heights,09-140,89,438,Trump/Vance,REP,67
09-140 Stuckagain Heights,09-140,89,438,West/Abdullah,AUR,0
09-140 Stuckagain Heights,09-140,89,438,YES,YES,59
09-140 Stuckagain Heights,09-140,89,438,NO,NO,96
09-145 Whittier,09-145,90,255,Harris/Walz,DEM,30
09-145 Whittier,09-145,90,255,Kennedy/Shanahan,RFK,2
09-145 Whittier,09-145,90,255,Oliver/Maat,LIB,1
09-145 Whittier,09-145,90,255,Sonski/Onak,ASP,0
09-145 Whittier,09-145,90,255,Stein/Ware,GRN,0
09-145 Whittier,09-145,90,255,Terry/Broden,CON,0
09-145 Whittier,09-145,90,255,Trump/Vance,REP,48
09-145 Whittier,09-145,90,255,West/Abdullah,AUR,0
09-145 Whittier,09-145,90,255,YES,YES,35
09-145 Whittier,09-145,90,255,NO,NO,35
10-150 Dimond,10-150,91,3476,Harris/Walz,DEM,354
10-150 Dimond,10-150,91,3476,Kennedy/Shanahan,RFK,21
10-150 Dimond,10-150,91,3476,Oliver/Maat,LIB,4
10-150 Dimond,10-150,91,3476,Sonski/Onak,ASP,2
10-150 Dimond,10-150,91,3476,Stein/Ware,GRN,15
10-150 Dimond,10-150,91,3476,Terry/Broden,CON,2
10-150 Dimond,10-150,91,3476,Trump/Vance,REP,414
10-150 Dimond,10-150,91,3476,West/Abdullah,AUR,3
10-150 Dimond,10-150,91,3476,YES,YES,358
10-150 Dimond,10-150,91,3476,NO,NO,421
10-155 Oceanview No. 1,10-155,92,3198,Harris/Walz,DEM,449
10-155 Oceanview No. 1,10-155,92,3198,Kennedy/Shanahan,RFK,14
10-155 Oceanview No. 1,10-155,92,3198,Oliver/Maat,LIB,8
10-155 Oceanview No. 1,10-155,92,3198,Sonski/Onak,ASP,1
10-155 Oceanview No. 1,10-155,92,3198,Stein/Ware,GRN,7
10-155 Oceanview No. 1,10-155,92,3198,Terry/Broden,CON,1
10-155 Oceanview No. 1,10-155,92,3198,Trump/Vance,REP,558
10-155 Oceanview No. 1,10-155,92,3198,West/Abdullah,AUR,0
10-155 Oceanview No. 1,10-155,92,3198,YES,YES,471
10-155 Oceanview No. 1,10-155,92,3198,NO,NO,530
10-160 Oceanview No. 2,10-160,93,1880,Harris/Walz,DEM,289
10-160 Oceanview No. 2,10-160,93,1880,Kennedy/Shanahan,RFK,14
10-160 Oceanview No. 2,10-160,93,1880,Oliver/Maat,LIB,8
10-160 Oceanview No. 2,10-160,93,1880,Sonski/Onak,ASP,2
10-160 Oceanview No. 2,10-160,93,1880,Stein/Ware,GRN,3
10-160 Oceanview No. 2,10-160,93,1880,Terry/Broden,CON,2
10-160 Oceanview No. 2,10-160,93,1880,Trump/Vance,REP,388
10-160 Oceanview No. 2,10-160,93,1880,West/Abdullah,AUR,1
10-160 Oceanview No. 2,10-160,93,1880,YES,YES,353
10-160 Oceanview No. 2,10-160,93,1880,NO,NO,345
10-165 Oceanview No. 3,10-165,94,2833,Harris/Walz,DEM,398
10-165 Oceanview No. 3,10-165,94,2833,Kennedy/Shanahan,RFK,19
10-165 Oceanview No. 3,10-165,94,2833,Oliver/Maat,LIB,10
10-165 Oceanview No. 3,10-165,94,2833,Sonski/Onak,ASP,6
10-165 Oceanview No. 3,10-165,94,2833,Stein/Ware,GRN,8
10-165 Oceanview No. 3,10-165,94,2833,Terry/Broden,CON,2
10-165 Oceanview No. 3,10-165,94,2833,Trump/Vance,REP,509
10-165 Oceanview No. 3,10-165,94,2833,West/Abdullah,AUR,1
10-165 Oceanview No. 3,10-165,94,2833,YES,YES,444
10-165 Oceanview No. 3,10-165,94,2833,NO,NO,484
10-170 Oceanview No. 4,10-170,95,1966,Harris/Walz,DEM,346
10-170 Oceanview No. 4,10-170,95,1966,Kennedy/Shanahan,RFK,17
10-170 Oceanview No. 4,10-170,95,1966,Oliver/Maat,LIB,11
10-170 Oceanview No. 4,10-170,95,1966,Sonski/Onak,ASP,0
10-170 Oceanview No. 4,10-170,95,1966,Stein/Ware,GRN,3
10-170 Oceanview No. 4,10-170,95,1966,Terry/Broden,CON,1
10-170 Oceanview No. 4,10-170,95,1966,Trump/Vance,REP,446
10-170 Oceanview No. 4,10-170,95,1966,West/Abdullah,AUR,4
10-170 Oceanview No. 4,10-170,95,1966,YES,YES,401
10-170 Oceanview No. 4,10-170,95,1966,NO,NO,413
10-175 Oceanview No. 5,10-175,96,2047,Harris/Walz,DEM,271
10-175 Oceanview No. 5,10-175,96,2047,Kennedy/Shanahan,RFK,10
10-175 Oceanview No. 5,10-175,96,2047,Oliver/Maat,LIB,5
10-175 Oceanview No. 5,10-175,96,2047,Sonski/Onak,ASP,1
10-175 Oceanview No. 5,10-175,96,2047,Stein/Ware,GRN,8
10-175 Oceanview No. 5,10-175,96,2047,Terry/Broden,CON,1
10-175 Oceanview No. 5,10-175,96,2047,Trump/Vance,REP,375
10-175 Oceanview No. 5,10-175,96,2047,West/Abdullah,AUR,1
10-175 Oceanview No. 5,10-175,96,2047,YES,YES,324
10-175 Oceanview No. 5,10-175,96,2047,NO,NO,324
11-205 Hillside No. 1,11-205,97,2400,Harris/Walz,DEM,270
11-205 Hillside No. 1,11-205,97,2400,Kennedy/Shanahan,RFK,12
11-205 Hillside No. 1,11-205,97,2400,Oliver/Maat,LIB,4
11-205 Hillside No. 1,11-205,97,2400,Sonski/Onak,ASP,0
11-205 Hillside No. 1,11-205,97,2400,Stein/Ware,GRN,7
11-205 Hillside No. 1,11-205,97,2400,Terry/Broden,CON,0
11-205 Hillside No. 1,11-205,97,2400,Trump/Vance,REP,330
11-205 Hillside No. 1,11-205,97,2400,West/Abdullah,AUR,2
11-205 Hillside No. 1,11-205,97,2400,YES,YES,291
11-205 Hillside No. 1,11-205,97,2400,NO,NO,316
11-210 Hillside No. 2,11-210,98,3806,Harris/Walz,DEM,502
11-210 Hillside No. 2,11-210,98,3806,Kennedy/Shanahan,RFK,19
11-210 Hillside No. 2,11-210,98,3806,Oliver/Maat,LIB,14
11-210 Hillside No. 2,11-210,98,3806,Sonski/Onak,ASP,4
11-210 Hillside No. 2,11-210,98,3806,Stein/Ware,GRN,12
11-210 Hillside No. 2,11-210,98,3806,Terry/Broden,CON,1
11-210 Hillside No. 2,11-210,98,3806,Trump/Vance,REP,641
11-210 Hillside No. 2,11-210,98,3806,West/Abdullah,AUR,3
11-210 Hillside No. 2,11-210,98,3806,YES,YES,580
11-210 Hillside No. 2,11-210,98,3806,NO,NO,583
11-215 Hillside No. 3,11-215,99,1594,Harris/Walz,DEM,236
11-215 Hillside No. 3,11-215,99,1594,Kennedy/Shanahan,RFK,13
11-215 Hillside No. 3,11-215,99,1594,Oliver/Maat,LIB,7
11-215 Hillside No. 3,11-215,99,1594,Sonski/Onak,ASP,6
11-215 Hillside No. 3,11-215,99,1594,Stein/Ware,GRN,2
11-215 Hillside No. 3,11-215,99,1594,Terry/Broden,CON,2
11-215 Hillside No. 3,11-215,99,1594,Trump/Vance,REP,370
11-215 Hillside No. 3,11-215,99,1594,West/Abdullah,AUR,1
11-215 Hillside No. 3,11-215,99,1594,YES,YES,333
11-215 Hillside No. 3,11-215,99,1594,NO,NO,289
11-220 Hillside No. 4,11-220,100,2019,Harris/Walz,DEM,237
11-220 Hillside No. 4,11-220,100,2019,Kennedy/Shanahan,RFK,3
11-220 Hillside No. 4,11-220,100,2019,Oliver/Maat,LIB,6
11-220 Hillside No. 4,11-220,100,2019,Sonski/Onak,ASP,1
11-220 Hillside No. 4,11-220,100,2019,Stein/Ware,GRN,5
11-220 Hillside No. 4,11-220,100,2019,Terry/Broden,CON,0
11-220 Hillside No. 4,11-220,100,2019,Trump/Vance,REP,429
11-220 Hillside No. 4,11-220,100,2019,West/Abdullah,AUR,1
11-220 Hillside No. 4,11-220,100,2019,YES,YES,363
11-220 Hillside No. 4,11-220,100,2019,NO,NO,300
11-225 Hillside No. 5,11-225,101,1697,Harris/Walz,DEM,307
11-225 Hillside No. 5,11-225,101,1697,Kennedy/Shanahan,RFK,18
11-225 Hillside No. 5,11-225,101,1697,Oliver/Maat,LIB,13
11-225 Hillside No. 5,11-225,101,1697,Sonski/Onak,ASP,3
11-225 Hillside No. 5,11-225,101,1697,Stein/Ware,GRN,3
11-225 Hillside No. 5,11-225,101,1697,Terry/Broden,CON,2
11-225 Hillside No. 5,11-225,101,1697,Trump/Vance,REP,402
11-225 Hillside No. 5,11-225,101,1697,West/Abdullah,AUR,1
11-225 Hillside No. 5,11-225,101,1697,YES,YES,358
11-225 Hillside No. 5,11-225,101,1697,NO,NO,383
11-230 Hillside No. 6,11-230,102,2209,Harris/Walz,DEM,344
11-230 Hillside No. 6,11-230,102,2209,Kennedy/Shanahan,RFK,20
11-230 Hillside No. 6,11-230,102,2209,Oliver/Maat,LIB,9
11-230 Hillside No. 6,11-230,102,2209,Sonski/Onak,ASP,1
11-230 Hillside No. 6,11-230,102,2209,Stein/Ware,GRN,3
11-230 Hillside No. 6,11-230,102,2209,Terry/Broden,CON,7
11-230 Hillside No. 6,11-230,102,2209,Trump/Vance,REP,388
11-230 Hillside No. 6,11-230,102,2209,West/Abdullah,AUR,1
11-230 Hillside No. 6,11-230,102,2209,YES,YES,373
11-230 Hillside No. 6,11-230,102,2209,NO,NO,395
11-235 Hillside No. 7,11-235,103,1726,Harris/Walz,DEM,304
11-235 Hillside No. 7,11-235,103,1726,Kennedy/Shanahan,RFK,7
11-235 Hillside No. 7,11-235,103,1726,Oliver/Maat,LIB,5
11-235 Hillside No. 7,11-235,103,1726,Sonski/Onak,ASP,2
11-235 Hillside No. 7,11-235,103,1726,Stein/Ware,GRN,4
11-235 Hillside No. 7,11-235,103,1726,Terry/Broden,CON,0
11-235 Hillside No. 7,11-235,103,1726,Trump/Vance,REP,320
11-235 Hillside No. 7,11-235,103,1726,West/Abdullah,AUR,0
11-235 Hillside No. 7,11-235,103,1726,YES,YES,286
11-235 Hillside No. 7,11-235,103,1726,NO,NO,352
12-250 Southeast Anchorage No. 1,12-250,104,3369,Harris/Walz,DEM,349
12-250 Southeast Anchorage No. 1,12-250,104,3369,Kennedy/Shanahan,RFK,14
12-250 Southeast Anchorage No. 1,12-250,104,3369,Oliver/Maat,LIB,6
12-250 Southeast Anchorage No. 1,12-250,104,3369,Sonski/Onak,ASP,2
12-250 Southeast Anchorage No. 1,12-250,104,3369,Stein/Ware,GRN,10
12-250 Southeast Anchorage No. 1,12-250,104,3369,Terry/Broden,CON,1
12-250 Southeast Anchorage No. 1,12-250,104,3369,Trump/Vance,REP,491
12-250 Southeast Anchorage No. 1,12-250,104,3369,West/Abdullah,AUR,3
12-250 Southeast Anchorage No. 1,12-250,104,3369,YES,YES,387
12-250 Southeast Anchorage No. 1,12-250,104,3369,NO,NO,448
12-255 Southeast Anchorage No. 2,12-255,105,1648,Harris/Walz,DEM,187
12-255 Southeast Anchorage No. 2,12-255,105,1648,Kennedy/Shanahan,RFK,7
12-255 Southeast Anchorage No. 2,12-255,105,1648,Oliver/Maat,LIB,7
12-255 Southeast Anchorage No. 2,12-255,105,1648,Sonski/Onak,ASP,1
12-255 Southeast Anchorage No. 2,12-255,105,1648,Stein/Ware,GRN,4
12-255 Southeast Anchorage No. 2,12-255,105,1648,Terry/Broden,CON,0
12-255 Southeast Anchorage No. 2,12-255,105,1648,Trump/Vance,REP,279
12-255 Southeast Anchorage No. 2,12-255,105,1648,West/Abdullah,AUR,2
12-255 Southeast Anchorage No. 2,12-255,105,1648,YES,YES,244
12-255 Southeast Anchorage No. 2,12-255,105,1648,NO,NO,229
12-260 Southeast Anchorage No. 3,12-260,106,2660,Harris/Walz,DEM,342
12-260 Southeast Anchorage No. 3,12-260,106,2660,Kennedy/Shanahan,RFK,10
12-260 Southeast Anchorage No. 3,12-260,106,2660,Oliver/Maat,LIB,12
12-260 Southeast Anchorage No. 3,12-260,106,2660,Sonski/Onak,ASP,4
12-260 Southeast Anchorage No. 3,12-260,106,2660,Stein/Ware,GRN,4
12-260 Southeast Anchorage No. 3,12-260,106,2660,Terry/Broden,CON,2
12-260 Southeast Anchorage No. 3,12-260,106,2660,Trump/Vance,REP,418
12-260 Southeast Anchorage No. 3,12-260,106,2660,West/Abdullah,AUR,6
12-260 Southeast Anchorage No. 3,12-260,106,2660,YES,YES,364
12-260 Southeast Anchorage No. 3,12-260,106,2660,NO,NO,383
12-265 Southeast Anchorage No. 4,12-265,107,2185,Harris/Walz,DEM,345
12-265 Southeast Anchorage No. 4,12-265,107,2185,Kennedy/Shanahan,RFK,13
12-265 Southeast Anchorage No. 4,12-265,107,2185,Oliver/Maat,LIB,4
12-265 Southeast Anchorage No. 4,12-265,107,2185,Sonski/Onak,ASP,2
12-265 Southeast Anchorage No. 4,12-265,107,2185,Stein/Ware,GRN,8
12-265 Southeast Anchorage No. 4,12-265,107,2185,Terry/Broden,CON,2
12-265 Southeast Anchorage No. 4,12-265,107,2185,Trump/Vance,REP,427
12-265 Southeast Anchorage No. 4,12-265,107,2185,West/Abdullah,AUR,2
12-265 Southeast Anchorage No. 4,12-265,107,2185,YES,YES,367
12-265 Southeast Anchorage No. 4,12-265,107,2185,NO,NO,418
12-270 Southeast Anchorage No. 5,12-270,108,3311,Harris/Walz,DEM,398
12-270 Southeast Anchorage No. 5,12-270,108,3311,Kennedy/Shanahan,RFK,18
12-270 Southeast Anchorage No. 5,12-270,108,3311,Oliver/Maat,LIB,9
12-270 Southeast Anchorage No. 5,12-270,108,3311,Sonski/Onak,ASP,1
12-270 Southeast Anchorage No. 5,12-270,108,3311,Stein/Ware,GRN,7
12-270 Southeast Anchorage No. 5,12-270,108,3311,Terry/Broden,CON,1
12-270 Southeast Anchorage No. 5,12-270,108,3311,Trump/Vance,REP,516
12-270 Southeast Anchorage No. 5,12-270,108,3311,West/Abdullah,AUR,4
12-270 Southeast Anchorage No. 5,12-270,108,3311,YES,YES,432
12-270 Southeast Anchorage No. 5,12-270,108,3311,NO,NO,499
12-275 Southeast Anchorage No. 6,12-275,109,2246,Harris/Walz,DEM,406
12-275 Southeast Anchorage No. 6,12-275,109,2246,Kennedy/Shanahan,RFK,13
12-275 Southeast Anchorage No. 6,12-275,109,2246,Oliver/Maat,LIB,6
12-275 Southeast Anchorage No. 6,12-275,109,2246,Sonski/Onak,ASP,1
12-275 Southeast Anchorage No. 6,12-275,109,2246,Stein/Ware,GRN,3
12-275 Southeast Anchorage No. 6,12-275,109,2246,Terry/Broden,CON,1
12-275 Southeast Anchorage No. 6,12-275,109,2246,Trump/Vance,REP,363
12-275 Southeast Anchorage No. 6,12-275,109,2246,West/Abdullah,AUR,2
12-275 Southeast Anchorage No. 6,12-275,109,2246,YES,YES,319
12-275 Southeast Anchorage No. 6,12-275,109,2246,NO,NO,454
13-305 South Midtown No. 1,13-305,110,689,Harris/Walz,DEM,82
13-305 South Midtown No. 1,13-305,110,689,Kennedy/Shanahan,RFK,3
13-305 South Midtown No. 1,13-305,110,689,Oliver/Maat,LIB,1
13-305 South Midtown No. 1,13-305,110,689,Sonski/Onak,ASP,0
13-305 South Midtown No. 1,13-305,110,689,Stein/Ware,GRN,0
13-305 South Midtown No. 1,13-305,110,689,Terry/Broden,CON,1
13-305 South Midtown No. 1,13-305,110,689,Trump/Vance,REP,133
13-305 South Midtown No. 1,13-305,110,689,West/Abdullah,AUR,2
13-305 South Midtown No. 1,13-305,110,689,YES,YES,109
13-305 South Midtown No. 1,13-305,110,689,NO,NO,107
13-310 South Midtown No. 2,13-310,111,3639,Harris/Walz,DEM,460
13-310 South Midtown No. 2,13-310,111,3639,Kennedy/Shanahan,RFK,24
13-310 South Midtown No. 2,13-310,111,3639,Oliver/Maat,LIB,10
13-310 South Midtown No. 2,13-310,111,3639,Sonski/Onak,ASP,3
13-310 South Midtown No. 2,13-310,111,3639,Stein/Ware,GRN,6
13-310 South Midtown No. 2,13-310,111,3639,Terry/Broden,CON,1
13-310 South Midtown No. 2,13-310,111,3639,Trump/Vance,REP,576
13-310 South Midtown No. 2,13-310,111,3639,West/Abdullah,AUR,1
13-310 South Midtown No. 2,13-310,111,3639,YES,YES,494
13-310 South Midtown No. 2,13-310,111,3639,NO,NO,552
13-315 South Midtown No. 3,13-315,112,3624,Harris/Walz,DEM,417
13-315 South Midtown No. 3,13-315,112,3624,Kennedy/Shanahan,RFK,20
13-315 South Midtown No. 3,13-315,112,3624,Oliver/Maat,LIB,9
13-315 South Midtown No. 3,13-315,112,3624,Sonski/Onak,ASP,2
13-315 South Midtown No. 3,13-315,112,3624,Stein/Ware,GRN,6
13-315 South Midtown No. 3,13-315,112,3624,Terry/Broden,CON,1
13-315 South Midtown No. 3,13-315,112,3624,Trump/Vance,REP,520
13-315 South Midtown No. 3,13-315,112,3624,West/Abdullah,AUR,0
13-315 South Midtown No. 3,13-315,112,3624,YES,YES,449
13-315 South Midtown No. 3,13-315,112,3624,NO,NO,506
13-320 South Midtown No. 4,13-320,113,3894,Harris/Walz,DEM,403
13-320 South Midtown No. 4,13-320,113,3894,Kennedy/Shanahan,RFK,10
13-320 South Midtown No. 4,13-320,113,3894,Oliver/Maat,LIB,10
13-320 South Midtown No. 4,13-320,113,3894,Sonski/Onak,ASP,1
13-320 South Midtown No. 4,13-320,113,3894,Stein/Ware,GRN,18
13-320 South Midtown No. 4,13-320,113,3894,Terry/Broden,CON,3
13-320 South Midtown No. 4,13-320,113,3894,Trump/Vance,REP,500
13-320 South Midtown No. 4,13-320,113,3894,West/Abdullah,AUR,3
13-320 South Midtown No. 4,13-320,113,3894,YES,YES,413
13-320 South Midtown No. 4,13-320,113,3894,NO,NO,500
13-325 South Midtown No. 5,13-325,114,3745,Harris/Walz,DEM,511
13-325 South Midtown No. 5,13-325,114,3745,Kennedy/Shanahan,RFK,10
13-325 South Midtown No. 5,13-325,114,3745,Oliver/Maat,LIB,12
13-325 South Midtown No. 5,13-325,114,3745,Sonski/Onak,ASP,3
13-325 South Midtown No. 5,13-325,114,3745,Stein/Ware,GRN,11
13-325 South Midtown No. 5,13-325,114,3745,Terry/Broden,CON,4
13-325 South Midtown No. 5,13-325,114,3745,Trump/Vance,REP,424
13-325 South Midtown No. 5,13-325,114,3745,West/Abdullah,AUR,4
13-325 South Midtown No. 5,13-325,114,3745,YES,YES,364
13-325 South Midtown No. 5,13-325,114,3745,NO,NO,592
14-350 North Midtown No. 1,14-350,115,1188,Harris/Walz,DEM,169
14-350 North Midtown No. 1,14-350,115,1188,Kennedy/Shanahan,RFK,4
14-350 North Midtown No. 1,14-350,115,1188,Oliver/Maat,LIB,3
14-350 North Midtown No. 1,14-350,115,1188,Sonski/Onak,ASP,0
14-350 North Midtown No. 1,14-350,115,1188,Stein/Ware,GRN,4
14-350 North Midtown No. 1,14-350,115,1188,Terry/Broden,CON,1
14-350 North Midtown No. 1,14-350,115,1188,Trump/Vance,REP,108
14-350 North Midtown No. 1,14-350,115,1188,West/Abdullah,AUR,0
14-350 North Midtown No. 1,14-350,115,1188,YES,YES,88
14-350 North Midtown No. 1,14-350,115,1188,NO,NO,187
14-355 North Midtown No. 2,14-355,116,1361,Harris/Walz,DEM,197
14-355 North Midtown No. 2,14-355,116,1361,Kennedy/Shanahan,RFK,11
14-355 North Midtown No. 2,14-355,116,1361,Oliver/Maat,LIB,6
14-355 North Midtown No. 2,14-355,116,1361,Sonski/Onak,ASP,0
14-355 North Midtown No. 2,14-355,116,1361,Stein/Ware,GRN,8
14-355 North Midtown No. 2,14-355,116,1361,Terry/Broden,CON,0
14-355 North Midtown No. 2,14-355,116,1361,Trump/Vance,REP,162
14-355 North Midtown No. 2,14-355,116,1361,West/Abdullah,AUR,3
14-355 North Midtown No. 2,14-355,116,1361,YES,YES,131
14-355 North Midtown No. 2,14-355,116,1361,NO,NO,239
14-360 North Midtown No. 3,14-360,117,1098,Harris/Walz,DEM,143
14-360 North Midtown No. 3,14-360,117,1098,Kennedy/Shanahan,RFK,6
14-360 North Midtown No. 3,14-360,117,1098,Oliver/Maat,LIB,7
14-360 North Midtown No. 3,14-360,117,1098,Sonski/Onak,ASP,1
14-360 North Midtown No. 3,14-360,117,1098,Stein/Ware,GRN,1
14-360 North Midtown No. 3,14-360,117,1098,Terry/Broden,CON,0
14-360 North Midtown No. 3,14-360,117,1098,Trump/Vance,REP,159
14-360 North Midtown No. 3,14-360,117,1098,West/Abdullah,AUR,3
14-360 North Midtown No. 3,14-360,117,1098,YES,YES,119
14-360 North Midtown No. 3,14-360,117,1098,NO,NO,185
14-365 North Midtown No. 4,14-365,118,3100,Harris/Walz,DEM,228
14-365 North Midtown No. 4,14-365,118,3100,Kennedy/Shanahan,RFK,9
14-365 North Midtown No. 4,14-365,118,3100,Oliver/Maat,LIB,2
14-365 North Midtown No. 4,14-365,118,3100,Sonski/Onak,ASP,0
14-365 North Midtown No. 4,14-365,118,3100,Stein/Ware,GRN,5
14-365 North Midtown No. 4,14-365,118,3100,Terry/Broden,CON,2
14-365 North Midtown No. 4,14-365,118,3100,Trump/Vance,REP,198
14-365 North Midtown No. 4,14-365,118,3100,West/Abdullah,AUR,5
14-365 North Midtown No. 4,14-365,118,3100,YES,YES,143
14-365 North Midtown No. 4,14-365,118,3100,NO,NO,268
14-370 North Midtown No. 5,14-370,119,3107,Harris/Walz,DEM,386
14-370 North Midtown No. 5,14-370,119,3107,Kennedy/Shanahan,RFK,10
14-370 North Midtown No. 5,14-370,119,3107,Oliver/Maat,LIB,7
14-370 North Midtown No. 5,14-370,119,3107,Sonski/Onak,ASP,2
14-370 North Midtown No. 5,14-370,119,3107,Stein/Ware,GRN,6
14-370 North Midtown No. 5,14-370,119,3107,Terry/Broden,CON,3
14-370 North Midtown No. 5,14-370,119,3107,Trump/Vance,REP,320
14-370 North Midtown No. 5,14-370,119,3107,West/Abdullah,AUR,2
14-370 North Midtown No. 5,14-370,119,3107,YES,YES,290
14-370 North Midtown No. 5,14-370,119,3107,NO,NO,429
14-375 North Midtown No. 6,14-375,120,2194,Harris/Walz,DEM,242
14-375 North Midtown No. 6,14-375,120,2194,Kennedy/Shanahan,RFK,9
14-375 North Midtown No. 6,14-375,120,2194,Oliver/Maat,LIB,2
14-375 North Midtown No. 6,14-375,120,2194,Sonski/Onak,ASP,1
14-375 North Midtown No. 6,14-375,120,2194,Stein/Ware,GRN,5
14-375 North Midtown No. 6,14-375,120,2194,Terry/Broden,CON,7
14-375 North Midtown No. 6,14-375,120,2194,Trump/Vance,REP,230
14-375 North Midtown No. 6,14-375,120,2194,West/Abdullah,AUR,0
14-375 North Midtown No. 6,14-375,120,2194,YES,YES,197
14-375 North Midtown No. 6,14-375,120,2194,NO,NO,282
14-380 North Midtown No. 7,14-380,121,2800,Harris/Walz,DEM,530
14-380 North Midtown No. 7,14-380,121,2800,Kennedy/Shanahan,RFK,11
14-380 North Midtown No. 7,14-380,121,2800,Oliver/Maat,LIB,10
14-380 North Midtown No. 7,14-380,121,2800,Sonski/Onak,ASP,1
14-380 North Midtown No. 7,14-380,121,2800,Stein/Ware,GRN,6
14-380 North Midtown No. 7,14-380,121,2800,Terry/Broden,CON,2
14-380 North Midtown No. 7,14-380,121,2800,Trump/Vance,REP,298
14-380 North Midtown No. 7,14-380,121,2800,West/Abdullah,AUR,0
14-380 North Midtown No. 7,14-380,121,2800,YES,YES,270
14-380 North Midtown No. 7,14-380,121,2800,NO,NO,575
15-405 Southwest Anchorage No. 1,15-405,122,1882,Harris/Walz,DEM,282
15-405 Southwest Anchorage No. 1,15-405,122,1882,Kennedy/Shanahan,RFK,16
15-405 Southwest Anchorage No. 1,15-405,122,1882,Oliver/Maat,LIB,6
15-405 Southwest Anchorage No. 1,15-405,122,1882,Sonski/Onak,ASP,2
15-405 Southwest Anchorage No. 1,15-405,122,1882,Stein/Ware,GRN,1
15-405 Southwest Anchorage No. 1,15-405,122,1882,Terry/Broden,CON,3
15-405 Southwest Anchorage No. 1,15-405,122,1882,Trump/Vance,REP,350
15-405 Southwest Anchorage No. 1,15-405,122,1882,West/Abdullah,AUR,2
15-405 Southwest Anchorage No. 1,15-405,122,1882,YES,YES,330
15-405 Southwest Anchorage No. 1,15-405,122,1882,NO,NO,312
15-410 Southwest Anchorage No. 2,15-410,123,2387,Harris/Walz,DEM,330
15-410 Southwest Anchorage No. 2,15-410,123,2387,Kennedy/Shanahan,RFK,17
15-410 Southwest Anchorage No. 2,15-410,123,2387,Oliver/Maat,LIB,9
15-410 Southwest Anchorage No. 2,15-410,123,2387,Sonski/Onak,ASP,1
15-410 Southwest Anchorage No. 2,15-410,123,2387,Stein/Ware,GRN,4
15-410 Southwest Anchorage No. 2,15-410,123,2387,Terry/Broden,CON,2
15-410 Southwest Anchorage No. 2,15-410,123,2387,Trump/Vance,REP,415
15-410 Southwest Anchorage No. 2,15-410,123,2387,West/Abdullah,AUR,3
15-410 Southwest Anchorage No. 2,15-410,123,2387,YES,YES,360
15-410 Southwest Anchorage No. 2,15-410,123,2387,NO,NO,403
15-415 Southwest Anchorage No. 3,15-415,124,2752,Harris/Walz,DEM,404
15-415 Southwest Anchorage No. 3,15-415,124,2752,Kennedy/Shanahan,RFK,18
15-415 Southwest Anchorage No. 3,15-415,124,2752,Oliver/Maat,LIB,10
15-415 Southwest Anchorage No. 3,15-415,124,2752,Sonski/Onak,ASP,0
15-415 Southwest Anchorage No. 3,15-415,124,2752,Stein/Ware,GRN,5
15-415 Southwest Anchorage No. 3,15-415,124,2752,Terry/Broden,CON,0
15-415 Southwest Anchorage No. 3,15-415,124,2752,Trump/Vance,REP,498
15-415 Southwest Anchorage No. 3,15-415,124,2752,West/Abdullah,AUR,2
15-415 Southwest Anchorage No. 3,15-415,124,2752,YES,YES,410
15-415 Southwest Anchorage No. 3,15-415,124,2752,NO,NO,493
15-420 Southwest Anchorage No. 4,15-420,125,2770,Harris/Walz,DEM,361
15-420 Southwest Anchorage No. 4,15-420,125,2770,Kennedy/Shanahan,RFK,19
15-420 Southwest Anchorage No. 4,15-420,125,2770,Oliver/Maat,LIB,10
15-420 Southwest Anchorage No. 4,15-420,125,2770,Sonski/Onak,ASP,2
15-420 Southwest Anchorage No. 4,15-420,125,2770,Stein/Ware,GRN,3
15-420 Southwest Anchorage No. 4,15-420,125,2770,Terry/Broden,CON,0
15-420 Southwest Anchorage No. 4,15-420,125,2770,Trump/Vance,REP,421
15-420 Southwest Anchorage No. 4,15-420,125,2770,West/Abdullah,AUR,5
15-420 Southwest Anchorage No. 4,15-420,125,2770,YES,YES,346
15-420 Southwest Anchorage No. 4,15-420,125,2770,NO,NO,425
15-425 Southwest Anchorage No. 5,15-425,126,2508,Harris/Walz,DEM,361
15-425 Southwest Anchorage No. 5,15-425,126,2508,Kennedy/Shanahan,RFK,7
15-425 Southwest Anchorage No. 5,15-425,126,2508,Oliver/Maat,LIB,8
15-425 Southwest Anchorage No. 5,15-425,126,2508,Sonski/Onak,ASP,1
15-425 Southwest Anchorage No. 5,15-425,126,2508,Stein/Ware,GRN,7
