pct_name,pct_id,pct_num,reg_vot,cand_name,cand_party,votes
35-596 University West,35-596,255,3828,YES,YES,578
35-596 University West,35-596,255,3828,NO,NO,685
36-001 Goldstream No. 1,36-001,256,1718,Harris/Walz,DEM,303
36-001 Goldstream No. 1,36-001,256,1718,Kennedy/Shanahan,RFK,10
36-001 Goldstream No. 1,36-001,256,1718,Oliver/Maat,LIB,8
36-001 Goldstream No. 1,36-001,256,1718,Sonski/Onak,ASP,1
36-001 Goldstream No. 1,36-001,256,1718,Stein/Ware,GRN,10
36-001 Goldstream No. 1,36-001,256,1718,Terry/Broden,CON,0
36-001 Goldstream No. 1,36-001,256,1718,Trump/Vance,REP,308
36-001 Goldstream No. 1,36-001,256,1718,West/Abdullah,AUR,2
36-001 Goldstream No. 1,36-001,256,1718,YES,YES,269
36-001 Goldstream No. 1,36-001,256,1718,NO,NO,368
36-002 Goldstream No. 2,36-002,257,1645,Harris/Walz,DEM,447
36-002 Goldstream No. 2,36-002,257,1645,Kennedy/Shanahan,RFK,10
36-002 Goldstream No. 2,36-002,257,1645,Oliver/Maat,LIB,9
36-002 Goldstream No. 2,36-002,257,1645,Sonski/Onak,ASP,0
36-002 Goldstream No. 2,36-002,257,1645,Stein/Ware,GRN,17
36-002 Goldstream No. 2,36-002,257,1645,Terry/Broden,CON,0
36-002 Goldstream No. 2,36-002,257,1645,Trump/Vance,REP,278
36-002 Goldstream No. 2,36-002,257,1645,West/Abdullah,AUR,5
36-002 Goldstream No. 2,36-002,257,1645,YES,YES,242
36-002 Goldstream No. 2,36-002,257,1645,NO,NO,524
36-010 Allakaket,36-010,258,116,Harris/Walz,DEM,35
36-010 Allakaket,36-010,258,116,Kennedy/Shanahan,RFK,0
36-010 Allakaket,36-010,258,116,Oliver/Maat,LIB,0
36-010 Allakaket,36-010,258,116,Sonski/Onak,ASP,0
36-010 Allakaket,36-010,258,116,Stein/Ware,GRN,1
36-010 Allakaket,36-010,258,116,Terry/Broden,CON,0
36-010 Allakaket,36-010,258,116,Trump/Vance,REP,1
36-010 Allakaket,36-010,258,116,West/Abdullah,AUR,1
36-010 Allakaket,36-010,258,116,YES,YES,4
36-010 Allakaket,36-010,258,116,NO,NO,35
36-014 Anvik,36-014,259,46,Harris/Walz,DEM,16
36-014 Anvik,36-014,259,46,Kennedy/Shanahan,RFK,0
36-014 Anvik,36-014,259,46,Oliver/Maat,LIB,0
36-014 Anvik,36-014,259,46,Sonski/Onak,ASP,1
36-014 Anvik,36-014,259,46,Stein/Ware,GRN,1
36-014 Anvik,36-014,259,46,Terry/Broden,CON,0
36-014 Anvik,36-014,259,46,Trump/Vance,REP,7
36-014 Anvik,36-014,259,46,West/Abdullah,AUR,0
36-014 Anvik,36-014,259,46,YES,YES,10
36-014 Anvik,36-014,259,46,NO,NO,14
36-018 Arctic Village,36-018,260,102,Harris/Walz,DEM,48
36-018 Arctic Village,36-018,260,102,Kennedy/Shanahan,RFK,2
36-018 Arctic Village,36-018,260,102,Oliver/Maat,LIB,0
36-018 Arctic Village,36-018,260,102,Sonski/Onak,ASP,0
36-018 Arctic Village,36-018,260,102,Stein/Ware,GRN,0
36-018 Arctic Village,36-018,260,102,Terry/Broden,CON,0
36-018 Arctic Village,36-018,260,102,Trump/Vance,REP,3
36-018 Arctic Village,36-018,260,102,West/Abdullah,AUR,0
36-018 Arctic Village,36-018,260,102,YES,YES,18
36-018 Arctic Village,36-018,260,102,NO,NO,35
36-022 Beaver,36-022,261,50,Harris/Walz,DEM,11
36-022 Beaver,36-022,261,50,Kennedy/Shanahan,RFK,1
36-022 Beaver,36-022,261,50,Oliver/Maat,LIB,0
36-022 Beaver,36-022,261,50,Sonski/Onak,ASP,0
36-022 Beaver,36-022,261,50,Stein/Ware,GRN,0
36-022 Beaver,36-022,261,50,Terry/Broden,CON,0
36-022 Beaver,36-022,261,50,Trump/Vance,REP,4
36-022 Beaver,36-022,261,50,West/Abdullah,AUR,0
36-022 Beaver,36-022,261,50,YES,YES,6
36-022 Beaver,36-022,261,50,NO,NO,9
36-026 Bettles,36-026,262,69,Harris/Walz,DEM,5
36-026 Bettles,36-026,262,69,Kennedy/Shanahan,RFK,1
36-026 Bettles,36-026,262,69,Oliver/Maat,LIB,0
36-026 Bettles,36-026,262,69,Sonski/Onak,ASP,0
36-026 Bettles,36-026,262,69,Stein/Ware,GRN,0
36-026 Bettles,36-026,262,69,Terry/Broden,CON,0
36-026 Bettles,36-026,262,69,Trump/Vance,REP,5
36-026 Bettles,36-026,262,69,West/Abdullah,AUR,0
36-026 Bettles,36-026,262,69,YES,YES,4
36-026 Bettles,36-026,262,69,NO,NO,7
36-034 Central,36-034,263,117,Harris/Walz,DEM,7
36-034 Central,36-034,263,117,Kennedy/Shanahan,RFK,1
36-034 Central,36-034,263,117,Oliver/Maat,LIB,0
36-034 Central,36-034,263,117,Sonski/Onak,ASP,0
36-034 Central,36-034,263,117,Stein/Ware,GRN,0
36-034 Central,36-034,263,117,Terry/Broden,CON,0
36-034 Central,36-034,263,117,Trump/Vance,REP,32
36-034 Central,36-034,263,117,West/Abdullah,AUR,0
36-034 Central,36-034,263,117,YES,YES,27
36-034 Central,36-034,263,117,NO,NO,11
36-038 Chistochina,36-038,264,196,Harris/Walz,DEM,13
36-038 Chistochina,36-038,264,196,Kennedy/Shanahan,RFK,1
36-038 Chistochina,36-038,264,196,Oliver/Maat,LIB,0
36-038 Chistochina,36-038,264,196,Sonski/Onak,ASP,0
36-038 Chistochina,36-038,264,196,Stein/Ware,GRN,0
36-038 Chistochina,36-038,264,196,Terry/Broden,CON,0
36-038 Chistochina,36-038,264,196,Trump/Vance,REP,55
36-038 Chistochina,36-038,264,196,West/Abdullah,AUR,0
36-038 Chistochina,36-038,264,196,YES,YES,42
36-038 Chistochina,36-038,264,196,NO,NO,22
36-042 Circle,36-042,265,187,Harris/Walz,DEM,16
36-042 Circle,36-042,265,187,Kennedy/Shanahan,RFK,0
36-042 Circle,36-042,265,187,Oliver/Maat,LIB,0
36-042 Circle,36-042,265,187,Sonski/Onak,ASP,0
36-042 Circle,36-042,265,187,Stein/Ware,GRN,0
36-042 Circle,36-042,265,187,Terry/Broden,CON,0
36-042 Circle,36-042,265,187,Trump/Vance,REP,4
36-042 Circle,36-042,265,187,West/Abdullah,AUR,0
36-042 Circle,36-042,265,187,YES,YES,6
36-042 Circle,36-042,265,187,NO,NO,12
36-046 Copper Center,36-046,266,1111,Harris/Walz,DEM,89
36-046 Copper Center,36-046,266,1111,Kennedy/Shanahan,RFK,10
36-046 Copper Center,36-046,266,1111,Oliver/Maat,LIB,2
36-046 Copper Center,36-046,266,1111,Sonski/Onak,ASP,4
36-046 Copper Center,36-046,266,1111,Stein/Ware,GRN,3
36-046 Copper Center,36-046,266,1111,Terry/Broden,CON,0
36-046 Copper Center,36-046,266,1111,Trump/Vance,REP,242
36-046 Copper Center,36-046,266,1111,West/Abdullah,AUR,1
36-046 Copper Center,36-046,266,1111,YES,YES,217
36-046 Copper Center,36-046,266,1111,NO,NO,128
36-050 Delta Junction,36-050,267,955,Harris/Walz,DEM,38
36-050 Delta Junction,36-050,267,955,Kennedy/Shanahan,RFK,7
36-050 Delta Junction,36-050,267,955,Oliver/Maat,LIB,4
36-050 Delta Junction,36-050,267,955,Sonski/Onak,ASP,1
36-050 Delta Junction,36-050,267,955,Stein/Ware,GRN,0
36-050 Delta Junction,36-050,267,955,Terry/Broden,CON,2
36-050 Delta Junction,36-050,267,955,Trump/Vance,REP,301
36-050 Delta Junction,36-050,267,955,West/Abdullah,AUR,2
36-050 Delta Junction,36-050,267,955,YES,YES,262
36-050 Delta Junction,36-050,267,955,NO,NO,70
36-054 Deltana,36-054,268,3363,Harris/Walz,DEM,134
36-054 Deltana,36-054,268,3363,Kennedy/Shanahan,RFK,9
36-054 Deltana,36-054,268,3363,Oliver/Maat,LIB,4
36-054 Deltana,36-054,268,3363,Sonski/Onak,ASP,2
36-054 Deltana,36-054,268,3363,Stein/Ware,GRN,2
36-054 Deltana,36-054,268,3363,Terry/Broden,CON,4
36-054 Deltana,36-054,268,3363,Trump/Vance,REP,1038
36-054 Deltana,36-054,268,3363,West/Abdullah,AUR,0
36-054 Deltana,36-054,268,3363,YES,YES,937
36-054 Deltana,36-054,268,3363,NO,NO,211
36-058 Dot Lake,36-058,269,105,Harris/Walz,DEM,4
36-058 Dot Lake,36-058,269,105,Kennedy/Shanahan,RFK,0
36-058 Dot Lake,36-058,269,105,Oliver/Maat,LIB,0
36-058 Dot Lake,36-058,269,105,Sonski/Onak,ASP,0
36-058 Dot Lake,36-058,269,105,Stein/Ware,GRN,0
36-058 Dot Lake,36-058,269,105,Terry/Broden,CON,0
36-058 Dot Lake,36-058,269,105,Trump/Vance,REP,45
36-058 Dot Lake,36-058,269,105,West/Abdullah,AUR,0
36-058 Dot Lake,36-058,269,105,YES,YES,43
36-058 Dot Lake,36-058,269,105,NO,NO,6
36-062 Eagle,36-062,270,215,Harris/Walz,DEM,19
36-062 Eagle,36-062,270,215,Kennedy/Shanahan,RFK,0
36-062 Eagle,36-062,270,215,Oliver/Maat,LIB,1
36-062 Eagle,36-062,270,215,Sonski/Onak,ASP,0
36-062 Eagle,36-062,270,215,Stein/Ware,GRN,1
36-062 Eagle,36-062,270,215,Terry/Broden,CON,0
36-062 Eagle,36-062,270,215,Trump/Vance,REP,46
36-062 Eagle,36-062,270,215,West/Abdullah,AUR,1
36-062 Eagle,36-062,270,215,YES,YES,44
36-062 Eagle,36-062,270,215,NO,NO,17
36-066 Fort Yukon,36-066,271,393,Harris/Walz,DEM,97
36-066 Fort Yukon,36-066,271,393,Kennedy/Shanahan,RFK,2
36-066 Fort Yukon,36-066,271,393,Oliver/Maat,LIB,0
36-066 Fort Yukon,36-066,271,393,Sonski/Onak,ASP,3
36-066 Fort Yukon,36-066,271,393,Stein/Ware,GRN,1
36-066 Fort Yukon,36-066,271,393,Terry/Broden,CON,1
36-066 Fort Yukon,36-066,271,393,Trump/Vance,REP,30
36-066 Fort Yukon,36-066,271,393,West/Abdullah,AUR,1
36-066 Fort Yukon,36-066,271,393,YES,YES,45
36-066 Fort Yukon,36-066,271,393,NO,NO,85
36-070 Gakona,36-070,272,296,Harris/Walz,DEM,20
36-070 Gakona,36-070,272,296,Kennedy/Shanahan,RFK,1
36-070 Gakona,36-070,272,296,Oliver/Maat,LIB,3
36-070 Gakona,36-070,272,296,Sonski/Onak,ASP,0
36-070 Gakona,36-070,272,296,Stein/Ware,GRN,0
36-070 Gakona,36-070,272,296,Terry/Broden,CON,1
36-070 Gakona,36-070,272,296,Trump/Vance,REP,81
36-070 Gakona,36-070,272,296,West/Abdullah,AUR,0
36-070 Gakona,36-070,272,296,YES,YES,62
36-070 Gakona,36-070,272,296,NO,NO,39
36-074 Galena,36-074,273,329,Harris/Walz,DEM,75
36-074 Galena,36-074,273,329,Kennedy/Shanahan,RFK,4
36-074 Galena,36-074,273,329,Oliver/Maat,LIB,0
36-074 Galena,36-074,273,329,Sonski/Onak,ASP,0
36-074 Galena,36-074,273,329,Stein/Ware,GRN,1
36-074 Galena,36-074,273,329,Terry/Broden,CON,0
36-074 Galena,36-074,273,329,Trump/Vance,REP,65
36-074 Galena,36-074,273,329,West/Abdullah,AUR,1
36-074 Galena,36-074,273,329,YES,YES,58
36-074 Galena,36-074,273,329,NO,NO,83
36-078 Glennallen,36-078,274,536,Harris/Walz,DEM,30
36-078 Glennallen,36-078,274,536,Kennedy/Shanahan,RFK,3
36-078 Glennallen,36-078,274,536,Oliver/Maat,LIB,3
36-078 Glennallen,36-078,274,536,Sonski/Onak,ASP,1
36-078 Glennallen,36-078,274,536,Stein/Ware,GRN,2
36-078 Glennallen,36-078,274,536,Terry/Broden,CON,0
36-078 Glennallen,36-078,274,536,Trump/Vance,REP,139
36-078 Glennallen,36-078,274,536,West/Abdullah,AUR,0
36-078 Glennallen,36-078,274,536,YES,YES,120
36-078 Glennallen,36-078,274,536,NO,NO,49
36-082 Grayling,36-082,275,118,Harris/Walz,DEM,22
36-082 Grayling,36-082,275,118,Kennedy/Shanahan,RFK,2
36-082 Grayling,36-082,275,118,Oliver/Maat,LIB,1
36-082 Grayling,36-082,275,118,Sonski/Onak,ASP,3
36-082 Grayling,36-082,275,118,Stein/Ware,GRN,2
36-082 Grayling,36-082,275,118,Terry/Broden,CON,1
36-082 Grayling,36-082,275,118,Trump/Vance,REP,20
36-082 Grayling,36-082,275,118,West/Abdullah,AUR,0
36-082 Grayling,36-082,275,118,YES,YES,25
36-082 Grayling,36-082,275,118,NO,NO,27
36-086 Holy Cross,36-086,276,114,Harris/Walz,DEM,30
36-086 Holy Cross,36-086,276,114,Kennedy/Shanahan,RFK,0
36-086 Holy Cross,36-086,276,114,Oliver/Maat,LIB,1
36-086 Holy Cross,36-086,276,114,Sonski/Onak,ASP,0
36-086 Holy Cross,36-086,276,114,Stein/Ware,GRN,0
36-086 Holy Cross,36-086,276,114,Terry/Broden,CON,0
36-086 Holy Cross,36-086,276,114,Trump/Vance,REP,9
36-086 Holy Cross,36-086,276,114,West/Abdullah,AUR,0
36-086 Holy Cross,36-086,276,114,YES,YES,9
36-086 Holy Cross,36-086,276,114,NO,NO,27
36-090 Hughes,36-090,277,58,Harris/Walz,DEM,18
36-090 Hughes,36-090,277,58,Kennedy/Shanahan,RFK,2
36-090 Hughes,36-090,277,58,Oliver/Maat,LIB,0
36-090 Hughes,36-090,277,58,Sonski/Onak,ASP,1
36-090 Hughes,36-090,277,58,Stein/Ware,GRN,0
36-090 Hughes,36-090,277,58,Terry/Broden,CON,0
36-090 Hughes,36-090,277,58,Trump/Vance,REP,8
36-090 Hughes,36-090,277,58,West/Abdullah,AUR,1
36-090 Hughes,36-090,277,58,YES,YES,11
36-090 Hughes,36-090,277,58,NO,NO,19
36-094 Huslia,36-094,278,184,Harris/Walz,DEM,67
36-094 Huslia,36-094,278,184,Kennedy/Shanahan,RFK,1
36-094 Huslia,36-094,278,184,Oliver/Maat,LIB,0
36-094 Huslia,36-094,278,184,Sonski/Onak,ASP,0
36-094 Huslia,36-094,278,184,Stein/Ware,GRN,1
36-094 Huslia,36-094,278,184,Terry/Broden,CON,2
36-094 Huslia,36-094,278,184,Trump/Vance,REP,18
36-094 Huslia,36-094,278,184,West/Abdullah,AUR,1
36-094 Huslia,36-094,278,184,YES,YES,20
36-094 Huslia,36-094,278,184,NO,NO,66
36-098 Kaltag,36-098,279,111,Harris/Walz,DEM,24
36-098 Kaltag,36-098,279,111,Kennedy/Shanahan,RFK,3
36-098 Kaltag,36-098,279,111,Oliver/Maat,LIB,0
36-098 Kaltag,36-098,279,111,Sonski/Onak,ASP,0
36-098 Kaltag,36-098,279,111,Stein/Ware,GRN,1
36-098 Kaltag,36-098,279,111,Terry/Broden,CON,0
36-098 Kaltag,36-098,279,111,Trump/Vance,REP,9
36-098 Kaltag,36-098,279,111,West/Abdullah,AUR,0
36-098 Kaltag,36-098,279,111,YES,YES,8
36-098 Kaltag,36-098,279,111,NO,NO,27
36-102 Kenny Lake,36-102,280,548,Harris/Walz,DEM,42
36-102 Kenny Lake,36-102,280,548,Kennedy/Shanahan,RFK,4
36-102 Kenny Lake,36-102,280,548,Oliver/Maat,LIB,3
36-102 Kenny Lake,36-102,280,548,Sonski/Onak,ASP,2
36-102 Kenny Lake,36-102,280,548,Stein/Ware,GRN,1
36-102 Kenny Lake,36-102,280,548,Terry/Broden,CON,0
36-102 Kenny Lake,36-102,280,548,Trump/Vance,REP,132
36-102 Kenny Lake,36-102,280,548,West/Abdullah,AUR,1
36-102 Kenny Lake,36-102,280,548,YES,YES,126
36-102 Kenny Lake,36-102,280,548,NO,NO,52
36-106 Koyukuk,36-106,281,61,Harris/Walz,DEM,24
36-106 Koyukuk,36-106,281,61,Kennedy/Shanahan,RFK,1
36-106 Koyukuk,36-106,281,61,Oliver/Maat,LIB,0
36-106 Koyukuk,36-106,281,61,Sonski/Onak,ASP,0
36-106 Koyukuk,36-106,281,61,Stein/Ware,GRN,0
36-106 Koyukuk,36-106,281,61,Terry/Broden,CON,0
36-106 Koyukuk,36-106,281,61,Trump/Vance,REP,2
36-106 Koyukuk,36-106,281,61,West/Abdullah,AUR,0
36-106 Koyukuk,36-106,281,61,YES,YES,6
36-106 Koyukuk,36-106,281,61,NO,NO,20
36-110 Manley,36-110,282,120,Harris/Walz,DEM,9
36-110 Manley,36-110,282,120,Kennedy/Shanahan,RFK,0
36-110 Manley,36-110,282,120,Oliver/Maat,LIB,0
36-110 Manley,36-110,282,120,Sonski/Onak,ASP,0
36-110 Manley,36-110,282,120,Stein/Ware,GRN,1
36-110 Manley,36-110,282,120,Terry/Broden,CON,0
36-110 Manley,36-110,282,120,Trump/Vance,REP,37
36-110 Manley,36-110,282,120,West/Abdullah,AUR,0
36-110 Manley,36-110,282,120,YES,YES,32
36-110 Manley,36-110,282,120,NO,NO,11
36-114 McGrath,36-114,283,272,Harris/Walz,DEM,26
36-114 McGrath,36-114,283,272,Kennedy/Shanahan,RFK,0
36-114 McGrath,36-114,283,272,Oliver/Maat,LIB,1
36-114 McGrath,36-114,283,272,Sonski/Onak,ASP,0
36-114 McGrath,36-114,283,272,Stein/Ware,GRN,0
36-114 McGrath,36-114,283,272,Terry/Broden,CON,1
36-114 McGrath,36-114,283,272,Trump/Vance,REP,63
36-114 McGrath,36-114,283,272,West/Abdullah,AUR,0
36-114 McGrath,36-114,283,272,YES,YES,57
36-114 McGrath,36-114,283,272,NO,NO,27
36-118 Mentasta,36-118,284,87,Harris/Walz,DEM,23
36-118 Mentasta,36-118,284,87,Kennedy/Shanahan,RFK,3
36-118 Mentasta,36-118,284,87,Oliver/Maat,LIB,1
36-118 Mentasta,36-118,284,87,Sonski/Onak,ASP,0
36-118 Mentasta,36-118,284,87,Stein/Ware,GRN,0
36-118 Mentasta,36-118,284,87,Terry/Broden,CON,0
36-118 Mentasta,36-118,284,87,Trump/Vance,REP,11
36-118 Mentasta,36-118,284,87,West/Abdullah,AUR,0
36-118 Mentasta,36-118,284,87,YES,YES,11
36-118 Mentasta,36-118,284,87,NO,NO,26
36-122 Minto,36-122,285,124,Harris/Walz,DEM,21
36-122 Minto,36-122,285,124,Kennedy/Shanahan,RFK,4
36-122 Minto,36-122,285,124,Oliver/Maat,LIB,0
36-122 Minto,36-122,285,124,Sonski/Onak,ASP,0
36-122 Minto,36-122,285,124,Stein/Ware,GRN,1
36-122 Minto,36-122,285,124,Terry/Broden,CON,0
36-122 Minto,36-122,285,124,Trump/Vance,REP,25
36-122 Minto,36-122,285,124,West/Abdullah,AUR,0
36-122 Minto,36-122,285,124,YES,YES,22
36-122 Minto,36-122,285,124,NO,NO,25
36-126 Nenana,36-126,286,593,Harris/Walz,DEM,98
36-126 Nenana,36-126,286,593,Kennedy/Shanahan,RFK,6
36-126 Nenana,36-126,286,593,Oliver/Maat,LIB,4
36-126 Nenana,36-126,286,593,Sonski/Onak,ASP,4
36-126 Nenana,36-126,286,593,Stein/Ware,GRN,1
36-126 Nenana,36-126,286,593,Terry/Broden,CON,1
36-126 Nenana,36-126,286,593,Trump/Vance,REP,195
36-126 Nenana,36-126,286,593,West/Abdullah,AUR,1
36-126 Nenana,36-126,286,593,YES,YES,167
36-126 Nenana,36-126,286,593,NO,NO,140
36-130 Nikolai,36-130,287,64,Harris/Walz,DEM,13
36-130 Nikolai,36-130,287,64,Kennedy/Shanahan,RFK,3
36-130 Nikolai,36-130,287,64,Oliver/Maat,LIB,0
36-130 Nikolai,36-130,287,64,Sonski/Onak,ASP,1
36-130 Nikolai,36-130,287,64,Stein/Ware,GRN,1
36-130 Nikolai,36-130,287,64,Terry/Broden,CON,1
36-130 Nikolai,36-130,287,64,Trump/Vance,REP,7
36-130 Nikolai,36-130,287,64,West/Abdullah,AUR,0
36-130 Nikolai,36-130,287,64,YES,YES,6
36-130 Nikolai,36-130,287,64,NO,NO,16
36-134 Northway,36-134,288,221,Harris/Walz,DEM,22
36-134 Northway,36-134,288,221,Kennedy/Shanahan,RFK,3
36-134 Northway,36-134,288,221,Oliver/Maat,LIB,0
36-134 Northway,36-134,288,221,Sonski/Onak,ASP,0
36-134 Northway,36-134,288,221,Stein/Ware,GRN,0
36-134 Northway,36-134,288,221,Terry/Broden,CON,0
36-134 Northway,36-134,288,221,Trump/Vance,REP,43
36-134 Northway,36-134,288,221,West/Abdullah,AUR,1
36-134 Northway,36-134,288,221,YES,YES,25
36-134 Northway,36-134,288,221,NO,NO,41
36-138 Nulato,36-138,289,172,Harris/Walz,DEM,56
36-138 Nulato,36-138,289,172,Kennedy/Shanahan,RFK,4
36-138 Nulato,36-138,289,172,Oliver/Maat,LIB,0
36-138 Nulato,36-138,289,172,Sonski/Onak,ASP,0
36-138 Nulato,36-138,289,172,Stein/Ware,GRN,1
36-138 Nulato,36-138,289,172,Terry/Broden,CON,3
36-138 Nulato,36-138,289,172,Trump/Vance,REP,11
36-138 Nulato,36-138,289,172,West/Abdullah,AUR,2
36-138 Nulato,36-138,289,172,YES,YES,19
36-138 Nulato,36-138,289,172,NO,NO,53
36-142 Ruby,36-142,290,98,Harris/Walz,DEM,17
36-142 Ruby,36-142,290,98,Kennedy/Shanahan,RFK,1
36-142 Ruby,36-142,290,98,Oliver/Maat,LIB,0
36-142 Ruby,36-142,290,98,Sonski/Onak,ASP,0
36-142 Ruby,36-142,290,98,Stein/Ware,GRN,0
36-142 Ruby,36-142,290,98,Terry/Broden,CON,0
36-142 Ruby,36-142,290,98,Trump/Vance,REP,12
36-142 Ruby,36-142,290,98,West/Abdullah,AUR,0
36-142 Ruby,36-142,290,98,YES,YES,10
36-142 Ruby,36-142,290,98,NO,NO,19
36-146 Shageluk,36-146,291,54,Harris/Walz,DEM,18
36-146 Shageluk,36-146,291,54,Kennedy/Shanahan,RFK,1
36-146 Shageluk,36-146,291,54,Oliver/Maat,LIB,0
36-146 Shageluk,36-146,291,54,Sonski/Onak,ASP,0
36-146 Shageluk,36-146,291,54,Stein/Ware,GRN,0
36-146 Shageluk,36-146,291,54,Terry/Broden,CON,0
36-146 Shageluk,36-146,291,54,Trump/Vance,REP,3
36-146 Shageluk,36-146,291,54,West/Abdullah,AUR,0
36-146 Shageluk,36-146,291,54,YES,YES,5
36-146 Shageluk,36-146,291,54,NO,NO,16
36-162 Tanana,36-162,292,149,Harris/Walz,DEM,60
36-162 Tanana,36-162,292,149,Kennedy/Shanahan,RFK,2
36-162 Tanana,36-162,292,149,Oliver/Maat,LIB,0
36-162 Tanana,36-162,292,149,Sonski/Onak,ASP,2
36-162 Tanana,36-162,292,149,Stein/Ware,GRN,0
36-162 Tanana,36-162,292,149,Terry/Broden,CON,0
36-162 Tanana,36-162,292,149,Trump/Vance,REP,15
36-162 Tanana,36-162,292,149,West/Abdullah,AUR,0
36-162 Tanana,36-162,292,149,YES,YES,19
36-162 Tanana,36-162,292,149,NO,NO,55
36-166 Tetlin,36-166,293,73,Harris/Walz,DEM,12
36-166 Tetlin,36-166,293,73,Kennedy/Shanahan,RFK,1
36-166 Tetlin,36-166,293,73,Oliver/Maat,LIB,0
36-166 Tetlin,36-166,293,73,Sonski/Onak,ASP,0
36-166 Tetlin,36-166,293,73,Stein/Ware,GRN,0
36-166 Tetlin,36-166,293,73,Terry/Broden,CON,1
36-166 Tetlin,36-166,293,73,Trump/Vance,REP,16
36-166 Tetlin,36-166,293,73,West/Abdullah,AUR,0
36-166 Tetlin,36-166,293,73,YES,YES,11
36-166 Tetlin,36-166,293,73,NO,NO,19
36-170 Tok,36-170,294,1410,Harris/Walz,DEM,89
36-170 Tok,36-170,294,1410,Kennedy/Shanahan,RFK,9
36-170 Tok,36-170,294,1410,Oliver/Maat,LIB,6
36-170 Tok,36-170,294,1410,Sonski/Onak,ASP,3
36-170 Tok,36-170,294,1410,Stein/Ware,GRN,1
36-170 Tok,36-170,294,1410,Terry/Broden,CON,4
36-170 Tok,36-170,294,1410,Trump/Vance,REP,401
36-170 Tok,36-170,294,1410,West/Abdullah,AUR,0
36-170 Tok,36-170,294,1410,YES,YES,353
36-170 Tok,36-170,294,1410,NO,NO,139
36-174 Venetie,36-174,295,144,Harris/Walz,DEM,31
36-174 Venetie,36-174,295,144,Kennedy/Shanahan,RFK,0
36-174 Venetie,36-174,295,144,Oliver/Maat,LIB,0
36-174 Venetie,36-174,295,144,Sonski/Onak,ASP,0
36-174 Venetie,36-174,295,144,Stein/Ware,GRN,1
36-174 Venetie,36-174,295,144,Terry/Broden,CON,0
36-174 Venetie,36-174,295,144,Trump/Vance,REP,12
36-174 Venetie,36-174,295,144,West/Abdullah,AUR,0
36-174 Venetie,36-174,295,144,YES,YES,15
36-174 Venetie,36-174,295,144,NO,NO,28
37-700 Akutan,37-700,296,435,Harris/Walz,DEM,23
37-700 Akutan,37-700,296,435,Kennedy/Shanahan,RFK,0
37-700 Akutan,37-700,296,435,Oliver/Maat,LIB,1
37-700 Akutan,37-700,296,435,Sonski/Onak,ASP,0
37-700 Akutan,37-700,296,435,Stein/Ware,GRN,0
37-700 Akutan,37-700,296,435,Terry/Broden,CON,0
37-700 Akutan,37-700,296,435,Trump/Vance,REP,24
37-700 Akutan,37-700,296,435,West/Abdullah,AUR,0
37-700 Akutan,37-700,296,435,YES,YES,17
37-700 Akutan,37-700,296,435,NO,NO,29
37-702 Aleknagik,37-702,297,164,Harris/Walz,DEM,17
37-702 Aleknagik,37-702,297,164,Kennedy/Shanahan,RFK,3
37-702 Aleknagik,37-702,297,164,Oliver/Maat,LIB,1
37-702 Aleknagik,37-702,297,164,Sonski/Onak,ASP,0
37-702 Aleknagik,37-702,297,164,Stein/Ware,GRN,1
37-702 Aleknagik,37-702,297,164,Terry/Broden,CON,0
37-702 Aleknagik,37-702,297,164,Trump/Vance,REP,44
37-702 Aleknagik,37-702,297,164,West/Abdullah,AUR,0
37-702 Aleknagik,37-702,297,164,YES,YES,27
37-702 Aleknagik,37-702,297,164,NO,NO,37
37-704 Aleutians No. 1,37-704,298,152,Harris/Walz,DEM,11
37-704 Aleutians No. 1,37-704,298,152,Kennedy/Shanahan,RFK,0
37-704 Aleutians No. 1,37-704,298,152,Oliver/Maat,LIB,0
37-704 Aleutians No. 1,37-704,298,152,Sonski/Onak,ASP,0
37-704 Aleutians No. 1,37-704,298,152,Stein/Ware,GRN,0
37-704 Aleutians No. 1,37-704,298,152,Terry/Broden,CON,0
37-704 Aleutians No. 1,37-704,298,152,Trump/Vance,REP,7
37-704 Aleutians No. 1,37-704,298,152,West/Abdullah,AUR,0
37-704 Aleutians No. 1,37-704,298,152,YES,YES,13
37-704 Aleutians No. 1,37-704,298,152,NO,NO,4
37-706 Aleutians No. 2,37-706,299,1778,Harris/Walz,DEM,226
37-706 Aleutians No. 2,37-706,299,1778,Kennedy/Shanahan,RFK,5
37-706 Aleutians No. 2,37-706,299,1778,Oliver/Maat,LIB,2
37-706 Aleutians No. 2,37-706,299,1778,Sonski/Onak,ASP,0
37-706 Aleutians No. 2,37-706,299,1778,Stein/Ware,GRN,4
37-706 Aleutians No. 2,37-706,299,1778,Terry/Broden,CON,1
37-706 Aleutians No. 2,37-706,299,1778,Trump/Vance,REP,288
37-706 Aleutians No. 2,37-706,299,1778,West/Abdullah,AUR,1
37-706 Aleutians No. 2,37-706,299,1778,YES,YES,206
37-706 Aleutians No. 2,37-706,299,1778,NO,NO,224
37-707 Aniak,37-707,300,313,Harris/Walz,DEM,54
37-707 Aniak,37-707,300,313,Kennedy/Shanahan,RFK,3
37-707 Aniak,37-707,300,313,Oliver/Maat,LIB,2
37-707 Aniak,37-707,300,313,Sonski/Onak,ASP,0
37-707 Aniak,37-707,300,313,Stein/Ware,GRN,2
